Gene,Th_1,Th_2,Th_3,Th_4,Th_5,Am_1,Am_2,Am_3,Am_4,Am_5
Rgs8,19,23,11,15,11,53,74,47,68,65
Rgs9,26,33,23,26,8,72,41,36,55,46
Rgs9bp,7,14,6,12,8,24,16,22,19,8
Rgsl1,0,0,1,0,0,1,0,0,0,0
Rhbdd1,0,2,1,1,0,2,1,2,0,2
Rhbdd2,6,11,4,5,4,12,14,8,16,9
Rhbdd3,1,1,1,1,0,5,1,4,3,4
Rhbdf1,0,0,0,0,0,2,0,2,1,1
Rhbdf2,0,0,1,0,0,1,1,0,2,0
Rhbdl3,0,2,1,3,0,2,4,4,6,2
Rhd,0,0,0,0,0,0,1,0,0,0
Rheb,2,4,2,3,1,7,5,7,6,12
Rhno1,0,0,0,1,2,2,3,0,3,3
Rho,648,546,720,789,450,1401,667,1316,1899,1093
Rhoa,2,1,0,2,1,4,8,8,6,4
Rhob,6,7,2,5,1,10,9,13,16,9
Rhobtb1,0,0,0,0,0,1,0,0,0,1
Rhobtb2,3,7,5,8,2,18,23,16,30,18
Rhobtb3,1,1,1,2,0,3,6,3,4,3
Rhoc,0,1,0,0,0,0,1,1,6,3
Rhof,2,4,2,0,1,3,5,2,7,7
Rhog,0,1,0,0,0,0,0,3,2,1
Rhoj,0,0,0,0,0,1,1,0,2,0
Rhoq,0,2,2,0,0,4,3,2,2,4
Rhot1,8,16,10,7,9,14,16,14,27,15
Rhot2,0,1,1,2,0,4,3,3,8,4
Rhou,1,4,0,0,1,5,2,1,4,1
Rhov,0,0,1,0,0,0,1,0,2,0
Rhox5,0,0,0,0,0,0,0,0,1,0
Rhpn1,0,0,1,1,1,1,1,1,3,0
Rhpn2,2,3,1,0,0,4,9,11,2,5
Rian,6,22,6,2,3,11,36,8,14,5
Ric1,12,16,6,7,6,20,19,19,30,19
Ric3,7,8,1,3,4,7,18,9,11,4
Ric8a,4,3,3,3,1,6,3,3,7,5
Ric8b,3,1,5,2,2,10,8,1,12,9
Rictor,6,15,5,5,6,29,30,19,36,17
Rida,0,0,0,0,0,0,0,0,1,0
Rif1,7,7,1,6,4,10,19,12,14,9
Rilp,0,0,0,0,0,0,1,0,0,0
Rilpl1,0,1,0,1,2,0,3,1,4,0
Rilpl2,0,0,0,0,0,0,2,0,1,1
Rimbp2,5,10,4,10,1,19,21,12,15,17
Rimbp3,0,0,0,1,0,0,0,0,1,0
Rimkla,2,6,3,2,1,12,12,11,18,4
Rimklb,3,8,3,4,2,9,15,14,19,18
Rims1,31,21,14,12,21,69,50,34,70,81
Rims2,9,11,6,7,4,30,37,27,31,27
Rims3,8,14,2,11,9,24,18,15,27,18
Rims4,0,2,3,3,4,7,10,5,13,10
Rin1,0,0,0,0,0,0,1,0,0,0
Rin2,1,0,2,2,2,5,9,8,7,5
Rin3,1,0,0,0,0,2,0,0,1,0
Ring1,0,6,0,2,2,6,6,4,5,8
Rinl,0,0,2,0,0,1,1,0,0,0
Rint1,1,3,2,2,0,2,5,4,7,7
Riok1,1,1,1,2,0,2,0,2,3,1
Riok2,0,0,0,2,0,1,6,0,2,2
Riok3,4,9,2,3,0,6,11,6,7,6
Riox1,1,0,0,0,0,1,0,3,1,2
Riox2,1,0,1,0,1,0,2,2,1,0
Ripk1,0,0,0,0,0,1,0,1,0,0
Ripk2,0,0,0,0,0,0,2,0,2,0
Ripk4,1,0,0,0,0,0,0,0,0,0
Ripor1,5,14,3,4,1,14,10,3,22,7
Ripor2,6,16,1,3,4,30,18,16,35,30
Ripply2,0,0,0,0,0,0,0,0,1,3
Ripply3,0,0,0,0,0,0,1,0,0,0
Rit1,1,2,1,1,0,5,4,6,2,4
Rit2,8,16,8,9,9,27,30,18,31,30
Rita1,1,0,1,0,0,3,1,3,2,3
Rlbp1,21,38,24,23,20,73,75,112,148,76
Rlf,5,4,2,8,5,13,25,8,16,5
Rlim,3,9,4,7,4,10,16,12,16,10
Rmc1,2,2,0,2,0,10,6,8,5,4
Rmdn1,2,1,0,0,1,2,4,3,1,0
Rmdn2,1,0,0,0,0,0,1,1,0,1
Rmdn3,1,1,1,1,2,3,1,4,2,4
Rmi1,0,0,0,0,0,1,2,1,1,0
Rmnd1,2,3,0,0,1,2,4,3,1,1
Rmnd5a,10,18,6,7,2,23,47,23,38,18
Rmnd5b,1,2,0,1,1,3,3,2,5,4
Rmst,1,0,0,0,1,1,3,2,0,1
Rnase12,0,1,0,0,0,0,0,0,0,0
Rnaseh1,0,0,0,0,0,1,1,0,0,0
Rnaseh2a,0,1,0,0,0,2,0,4,0,2
Rnaseh2b,0,0,0,0,0,0,1,1,2,1
Rnaseh2c,0,3,0,1,0,0,0,0,0,1
Rnasek,0,0,0,0,0,0,0,0,0,1
Rnasel,1,1,0,0,0,2,0,0,2,3
Rnaset2a,0,0,0,0,0,0,1,0,0,1
Rncr4,4,2,3,5,1,8,5,4,7,5
Rnd1,0,0,0,0,0,2,0,2,3,1
Rnd2,0,0,0,1,1,3,2,4,5,1
Rnd3,1,7,0,0,0,7,6,6,15,6
Rnf10,10,17,13,9,9,26,31,29,42,37
Rnf103,2,4,2,0,0,6,7,6,10,4
Rnf11,7,8,2,3,4,16,19,21,29,18
Rnf111,5,8,2,4,1,15,13,10,10,13
Rnf112,0,2,0,2,1,0,2,2,1,1
Rnf113a1,0,0,0,0,0,3,0,0,1,0
Rnf113a2,1,0,0,1,1,0,2,0,2,1
Rnf114,1,2,3,0,2,4,9,2,12,3
Rnf115,3,2,2,4,0,4,10,4,14,3
Rnf121,0,6,1,0,2,5,16,11,3,0
Rnf122,1,2,1,0,1,4,4,1,2,2
Rnf123,6,8,5,9,3,23,8,15,20,14
Rnf126,4,3,3,3,1,11,9,6,14,13
Rnf128,0,1,0,0,0,2,0,0,0,0
Rnf13,4,6,1,9,1,10,25,12,12,9
Rnf130,3,15,3,6,0,20,33,21,35,17
Rnf135,1,0,0,0,0,0,3,0,0,0
Rnf138,0,0,1,0,1,1,11,2,6,2
Rnf139,1,1,0,2,1,0,4,1,2,1
Rnf14,14,30,19,12,8,33,47,39,74,43
Rnf141,1,6,1,3,0,6,13,5,5,7
Rnf144a,0,1,0,0,0,1,2,6,2,1
Rnf144b,1,1,1,0,0,2,4,6,4,5
Rnf145,4,7,4,3,3,11,17,16,10,14
Rnf146,1,0,1,0,1,1,3,0,4,1
Rnf149,0,0,1,0,0,1,1,1,4,0
Rnf150,6,13,6,5,2,22,21,16,12,16
Rnf152,5,15,4,4,3,28,36,20,25,26
Rnf157,24,23,9,18,19,66,58,55,80,65
Rnf165,8,14,1,12,2,21,38,18,34,26
Rnf166,1,0,2,4,2,2,7,2,13,4
Rnf167,5,15,4,2,3,13,24,15,16,15
Rnf168,1,4,1,1,0,3,3,2,7,6
Rnf169,5,1,1,5,0,6,8,11,10,11
Rnf170,0,0,0,0,0,2,1,0,2,1
Rnf180,0,1,0,2,1,0,6,1,3,5
Rnf181,3,6,2,3,1,13,14,12,7,16
Rnf182,0,0,0,1,0,1,2,0,1,1
Rnf185,4,4,3,0,2,11,11,6,5,5
Rnf187,21,31,20,31,20,68,66,83,114,78
Rnf19a,0,2,2,0,1,1,5,4,5,5
Rnf19b,4,1,0,1,3,4,4,3,7,6
Rnf2,4,8,1,3,2,10,6,3,6,3
Rnf20,2,5,1,0,1,7,7,10,10,9
Rnf207,0,2,1,0,0,2,0,0,0,1
Rnf208,2,8,3,8,2,13,12,10,18,5
Rnf213,0,2,3,0,2,3,13,4,5,3
Rnf214,3,13,7,8,4,22,15,13,16,14
Rnf215,0,0,0,0,0,0,2,2,0,0
Rnf216,4,3,1,5,2,14,10,9,16,11
Rnf217,2,4,1,1,0,8,12,8,7,6
Rnf220,9,7,5,2,0,17,18,16,27,8
Rnf223,0,0,1,0,0,0,1,0,0,0
Rnf227,1,2,0,0,2,6,8,5,11,10
Rnf24,3,4,0,1,2,9,7,4,9,8
Rnf25,2,3,2,3,3,3,6,6,4,9
Rnf26,0,0,0,0,0,0,0,0,1,0
Rnf31,1,3,0,2,0,5,4,5,11,6
Rnf32,0,0,0,0,0,3,5,1,1,2
Rnf34,0,1,1,0,2,3,2,3,3,1
Rnf38,1,10,2,6,1,13,24,16,15,11
Rnf39,0,1,0,0,0,0,0,0,0,0
Rnf4,3,3,3,2,1,9,15,10,9,10
Rnf40,2,4,0,5,1,5,8,5,12,6
Rnf41,5,3,0,1,1,10,11,13,19,16
Rnf43,0,0,0,0,0,0,0,0,1,0
Rnf44,8,10,6,9,9,27,32,32,49,30
Rnf5,0,1,0,1,0,1,2,0,1,1
Rnf6,1,0,2,4,1,6,7,6,15,6
Rnf7,0,0,0,0,1,0,0,0,1,0
Rnf8,1,0,1,1,2,1,5,0,4,0
Rnft1,0,1,0,1,1,2,0,1,2,0
Rnft2,4,6,6,8,1,14,14,18,17,18
Rngtt,0,2,2,1,1,2,4,6,5,2
Rnh1,0,3,0,1,5,1,6,5,3,3
Rnls,0,0,0,0,0,0,0,0,1,0
Rnmt,3,7,2,3,3,4,11,12,7,8
Rnpc3,0,2,0,0,0,3,11,3,2,2
Rnpep,1,0,0,0,0,3,0,6,7,0
Rnpepl1,0,1,1,1,1,3,4,3,8,3
Rnps1,2,0,0,0,0,2,3,2,4,1
Rnps1-ps,0,0,0,0,0,1,0,1,3,1
Rny1,58,63,72,88,79,122,72,198,245,274
Rny3,2,1,3,3,4,9,2,3,10,13
Ro60,3,19,5,1,3,16,19,8,30,18
Robo1,6,9,6,3,1,15,30,12,28,22
Robo2,12,9,9,10,2,33,45,22,35,26
Robo3,0,0,0,0,0,0,1,0,1,0
Robo4,0,0,1,0,0,2,1,0,0,0
Rock1,0,3,2,1,0,2,5,3,9,5
Rock2,8,11,5,1,4,13,21,19,21,15
Rogdi,7,11,5,6,7,23,28,31,38,22
Rom1,25,23,35,46,18,59,32,50,84,50
Romo1,0,1,0,2,0,0,0,4,7,1
Ror1,0,2,1,0,0,0,1,2,1,0
Ror2,0,0,0,1,0,1,2,0,0,1
Rora,16,26,13,8,7,61,72,61,60,44
Rorb,29,51,16,24,12,88,122,67,85,51
Rorc,0,0,1,0,0,1,2,1,0,0
Rp1,49,48,39,50,32,90,58,55,92,49
Rp1l1,17,14,20,18,10,27,16,19,32,20
Rp2,1,2,0,1,0,0,0,2,3,1
Rp9,0,1,0,0,0,0,1,0,0,1
Rpa1,2,3,5,2,1,7,16,14,18,12
Rpa2,0,0,0,0,0,1,1,1,1,1
Rpain,0,0,1,0,0,2,2,1,2,0
Rpap1,3,1,2,1,2,3,2,4,5,1
Rpap2,1,0,0,0,1,1,1,0,1,0
Rpap3,0,1,1,0,0,1,1,3,2,0
Rpe,0,1,4,3,0,2,1,2,2,2
Rpe65,0,0,1,1,2,1,0,7,4,2
Rpf1,3,1,1,1,0,0,4,2,2,1
Rpf2,1,0,0,0,0,0,1,0,1,4
Rpgr,4,4,0,1,0,3,1,1,4,1
Rpgrip1,7,15,6,5,2,11,18,4,9,3
Rpgrip1l,0,2,1,1,1,9,5,8,4,1
Rph3a,28,67,21,36,25,136,90,87,146,119
Rph3al,0,0,0,0,0,1,0,0,0,1
Rpia,1,1,0,0,0,0,2,0,3,0
Rpl10,0,0,0,0,0,1,0,0,0,1
Rpl10a,0,1,1,0,0,0,0,2,5,3
Rpl13,0,0,0,0,0,0,0,1,0,0
Rpl13a,0,0,0,0,0,0,1,1,1,0
Rpl14,2,1,1,2,0,5,9,8,7,3
Rpl14-ps1,2,2,0,2,3,6,2,6,8,4
Rpl15,1,0,0,0,1,4,0,2,3,3
Rpl18,0,0,0,0,0,0,2,0,0,0
Rpl18a,0,0,0,1,0,1,2,3,6,2
Rpl18a-ps1,0,0,0,0,0,1,0,0,0,0
Rpl18a-ps2,0,0,0,0,0,0,1,0,0,0
Rpl21,0,0,0,1,0,0,0,0,0,0
Rpl21-ps13,0,0,0,0,0,0,0,0,1,0
Rpl22,1,0,2,0,0,2,4,2,5,3
Rpl22l1,0,0,0,0,0,0,0,1,0,0
Rpl26,0,0,0,0,0,2,0,2,0,2
Rpl27a,1,0,0,0,0,2,1,2,2,0
Rpl28,0,0,0,0,0,0,0,2,8,1
Rpl30,0,0,0,0,0,1,2,0,0,0
Rpl30-ps3,0,0,0,0,0,0,1,1,0,0
Rpl31,0,0,0,0,0,0,1,0,0,0
Rpl31-ps16,0,0,0,0,0,0,0,1,0,0
Rpl31-ps20,0,0,0,0,0,0,1,0,0,0
Rpl32,0,0,0,0,0,0,0,0,2,0
Rpl35a,0,0,0,0,0,3,0,0,0,1
Rpl36a,0,0,0,0,0,1,0,0,0,0
Rpl37,0,0,0,0,0,0,2,1,0,0
Rpl37a,0,0,0,0,0,2,0,0,0,0
Rpl38,0,0,0,0,0,0,0,0,0,1
Rpl39,0,1,0,0,0,0,0,0,0,0
Rpl4,8,14,10,5,4,29,17,26,28,24
Rpl5,0,0,0,0,0,2,1,0,0,1
Rpl6,0,1,0,0,0,1,1,1,0,2
Rpl7,0,3,0,1,0,1,3,4,7,3
Rpl7a,0,0,0,0,0,0,0,1,1,2
Rpl7a-ps14,0,1,0,0,0,0,0,0,0,0
Rpl7a-ps9,0,0,0,0,0,0,0,1,0,0
Rpl7l1,0,1,0,1,1,1,4,1,1,0
Rpl8,6,2,1,3,4,8,13,16,23,16
Rplp0,1,2,0,0,2,8,3,4,4,6
Rplp0-ps1,0,0,0,0,0,1,0,0,0,0
Rplp1,2,3,2,1,0,7,1,7,13,9
Rplp2,0,0,0,0,1,2,1,1,1,0
Rpn1,2,10,7,4,3,12,17,15,15,13
Rpn2,7,12,5,8,5,25,13,22,27,19
Rpp14,0,1,1,0,0,1,1,2,0,1
Rpp21,0,0,0,0,1,0,1,0,2,2
Rpp25,0,0,0,1,0,1,6,1,3,2
Rpp25l,0,1,0,0,0,0,1,1,0,0
Rpp30,2,1,0,1,0,2,1,2,3,1
Rpp38,0,0,0,1,0,0,0,0,1,0
Rpp40,0,0,1,0,0,0,1,0,1,0
Rpph1,0,1,0,0,0,0,0,0,0,1
Rprd1a,2,3,1,1,1,5,16,6,10,6
Rprd1b,4,5,2,2,3,12,12,5,17,13
Rprd2,8,11,9,12,2,34,52,19,45,44
Rprm,0,0,0,0,0,0,0,0,1,0
Rprml,0,0,0,0,0,1,0,0,0,0
Rps10,0,0,0,0,0,1,1,1,0,0
Rps11,0,1,2,0,0,0,0,0,2,0
Rps11-ps2,0,0,0,0,0,0,0,0,1,0
Rps13,0,0,0,0,0,0,1,0,0,0
Rps14,2,0,1,2,2,3,2,4,9,4
Rps15,3,1,3,2,2,9,6,5,6,6
Rps15-ps3,0,0,0,0,0,0,1,0,0,0
Rps15a,3,6,0,2,1,11,10,7,11,5
Rps16-ps2,0,0,0,1,0,1,0,0,0,0
Rps17,0,0,0,0,0,1,1,0,1,0
Rps18,0,0,0,0,0,1,0,0,0,1
Rps19,0,0,0,0,0,0,1,1,0,0
Rps19-ps11,0,0,0,0,0,0,1,0,0,0
Rps19bp1,1,3,2,0,0,1,2,1,2,3
Rps2-ps13,0,0,0,0,0,0,0,0,1,0
Rps2-ps9,0,0,0,0,0,0,1,0,0,0
Rps20,0,1,0,0,0,1,2,2,2,2
Rps21,0,1,0,0,0,0,0,0,1,1
Rps23,0,0,0,0,0,1,0,0,0,0
Rps24,0,0,1,0,0,1,2,0,2,0
Rps24-ps3,2,3,0,0,1,0,0,2,3,5
Rps25,0,0,0,0,1,0,1,1,2,1
Rps26,0,4,6,5,0,6,8,7,12,13
Rps27-ps1,0,0,0,0,0,0,0,0,1,0
Rps27a,0,0,0,0,0,0,0,0,1,0
Rps3,3,5,3,4,1,9,5,6,13,16
Rps3a1,0,0,1,0,0,0,1,1,0,0
Rps3a3,0,1,0,0,0,0,0,0,0,0
Rps4l,1,0,0,0,1,2,0,1,4,0
Rps4x,0,1,2,1,1,1,3,1,5,4
Rps4x-ps,0,0,0,0,1,0,0,0,0,0
Rps5,1,1,3,1,2,5,2,5,12,11
Rps6,0,0,0,0,0,0,2,0,0,0
Rps6-ps2,0,0,0,0,0,0,0,0,0,1
Rps6ka1,0,0,0,1,0,1,1,1,5,2
Rps6ka2,5,8,10,6,7,26,29,23,28,42
Rps6ka3,3,8,3,1,0,11,13,4,22,7
Rps6ka4,0,1,0,0,0,6,2,3,6,7
Rps6ka5,2,3,0,6,2,7,4,8,10,9
Rps6ka6,0,2,0,0,1,1,1,3,1,0
Rps6kb1,2,1,0,1,0,4,10,2,5,1
Rps6kb2,1,0,0,2,0,2,0,1,3,1
Rps6kc1,4,7,1,3,1,9,5,10,12,4
Rps6kl1,0,0,1,1,2,2,8,3,8,4
Rps7,0,0,0,0,0,0,0,2,0,0
Rps7-ps2,0,0,0,0,0,0,0,1,0,0
Rps7-ps3,0,0,1,0,0,0,0,0,0,0
Rps9,0,2,1,3,0,1,2,3,2,3
Rpsa,0,0,0,0,0,1,0,0,0,0
Rpsa-ps10,1,1,0,0,0,0,0,1,1,0
Rptor,8,15,5,10,10,20,32,32,44,31
Rptoros,0,1,0,0,0,0,0,0,0,0
Rpusd1,0,0,0,2,2,1,4,2,1,3
Rpusd2,0,1,1,2,0,1,1,3,4,2
Rpusd3,0,0,0,0,0,0,0,1,3,0
Rpusd4,0,0,0,0,0,0,2,0,1,1
Rraga,3,4,4,8,3,10,8,10,24,9
Rragb,1,0,1,0,4,5,4,3,8,11
Rragc,5,5,1,1,0,2,5,6,10,3
Rragd,7,2,2,4,2,5,11,5,9,4
Rras,0,1,0,0,0,2,1,0,3,2
Rras2,1,0,0,0,0,2,1,1,0,0
Rrbp1,1,3,0,0,0,5,7,4,5,4
Rreb1,2,7,2,0,2,7,14,5,8,3
Rrh,1,0,1,0,1,0,6,5,10,2
Rrm1,2,2,0,0,1,2,6,2,12,4
Rrm2b,0,4,1,0,1,5,3,5,1,5
Rrn3,4,8,2,3,0,14,26,14,18,20
Rrnad1,2,1,1,0,0,6,9,4,16,3
Rrp1,5,12,3,7,5,25,22,13,21,26
Rrp12,0,1,0,2,2,1,6,5,3,0
Rrp15,0,1,0,0,0,0,0,0,0,0
Rrp1b,3,2,2,5,2,10,7,5,11,7
Rrp36,0,1,0,0,0,1,0,2,3,1
Rrp7a,0,0,0,0,1,6,1,3,3,2
Rrp8,0,1,1,0,1,2,0,2,2,3
Rrp9,1,0,1,1,0,1,0,4,6,0
Rrs1,1,0,0,1,0,0,0,0,0,1
Rs1,55,49,58,70,26,107,66,91,162,52
Rsad1,2,2,1,3,2,3,8,6,4,4
Rsbn1,2,2,2,1,1,4,7,7,13,8
Rsbn1l,2,4,0,0,1,1,1,4,5,1
Rsf1,9,13,8,9,6,21,21,21,18,25
Rskr,1,7,2,0,0,5,18,10,14,3
Rsl1d1,1,2,5,3,0,8,6,2,7,7
Rsl24d1,0,0,1,1,0,5,2,1,3,1
Rsph1,0,1,0,0,0,0,0,0,0,0
Rsph10b,0,0,0,0,0,0,0,1,1,3
Rsph3a,0,0,0,0,0,0,1,0,1,1
Rsph3b,0,0,0,0,0,1,1,0,0,2
Rsph4a,0,0,0,0,1,0,0,0,0,0
Rsph9,0,1,0,0,0,1,0,0,0,0
Rspo2,0,1,0,0,0,1,0,0,0,0
Rspo4,0,0,0,0,0,0,1,0,2,0
Rspry1,1,1,0,1,4,0,8,6,6,0
Rsrc1,1,2,0,2,0,4,0,1,6,3
Rsrc2,4,5,0,1,0,4,7,8,12,7
Rsrp1,1,3,3,1,0,10,17,12,15,10
Rsu1,2,0,0,0,2,1,5,2,1,1
Rtbdn,15,14,22,22,7,36,20,28,42,23
Rtca,0,0,0,2,1,7,5,4,4,5
Rtcb,0,3,3,3,4,12,11,9,12,11
Rtel1,0,0,1,0,1,3,2,0,0,1
Rtf1,3,5,0,3,1,7,14,14,10,10
Rtf2,4,4,5,2,0,5,5,7,19,7
Rtkn,0,0,0,1,0,0,0,1,0,1
Rtkn2,3,4,2,0,0,8,10,2,8,6
Rtl1,0,0,2,0,0,1,5,2,1,0
Rtl10,0,0,0,0,0,1,2,1,0,0
Rtl4,0,0,0,0,0,0,1,0,0,0
Rtl5,1,6,2,2,0,8,12,11,16,5
Rtl6,4,6,6,5,4,16,14,14,21,14
Rtl8a,0,0,0,0,0,0,0,0,1,0
Rtl8b,0,0,0,1,0,1,1,5,5,2
Rtl8c,2,2,1,1,0,7,3,6,10,6
Rtl9,0,0,0,1,0,0,2,2,1,1
Rtn1,33,52,32,28,14,84,65,65,131,69
Rtn2,3,8,2,7,1,13,15,15,23,17
Rtn3,38,75,27,39,17,119,128,130,163,113
Rtn4,43,57,37,28,28,102,148,125,187,100
Rtn4ip1,0,2,0,1,0,2,2,1,3,1
Rtn4r,1,5,0,0,0,0,0,1,2,1
Rtn4rl1,0,3,5,3,3,15,17,15,15,7
Rtn4rl2,2,1,0,0,1,4,1,3,4,1
Rtraf,0,1,0,0,0,0,1,0,0,0
Rttn,0,1,0,1,1,5,0,0,1,0
Rubcn,4,13,4,3,1,12,12,8,11,10
Rufy1,0,0,2,0,0,3,8,0,6,2
Rufy2,2,7,2,2,0,10,17,6,15,6
Rufy3,11,20,13,11,11,40,59,33,54,43
Rundc1,0,4,2,0,0,4,8,2,4,1
Rundc3a,9,24,6,12,5,31,34,27,37,35
Rundc3b,4,1,1,1,0,2,3,3,4,2
Runx1t1,7,22,7,5,2,39,34,24,52,33
Runx2,0,2,0,0,0,0,1,2,0,1
Rusc1,4,4,0,3,1,13,5,6,13,9
Rusc2,11,21,21,10,12,42,58,44,74,47
Rusf1,1,4,1,1,0,3,4,1,4,1
Ruvbl1,0,1,1,1,0,0,2,0,1,1
Ruvbl2,1,0,1,2,0,8,6,1,7,2
Rwdd1,0,0,0,0,0,0,0,0,1,0
Rwdd2a,0,1,0,0,0,0,1,0,1,1
Rwdd2b,1,0,0,0,0,1,2,2,0,0
Rwdd3,2,1,1,0,0,0,0,2,0,1
Rwdd4a,0,0,0,2,0,4,8,2,6,3
Rxfp3,2,2,0,0,0,4,3,2,1,4
Rxra,3,4,3,2,1,9,5,8,15,10
Rxrb,1,4,1,2,2,2,10,11,9,11
Rxrg,1,0,0,1,0,2,1,1,1,2
Rxylt1,0,1,0,0,0,2,2,3,2,1
Rybp,0,2,1,0,0,1,2,3,2,1
Ryk,0,5,0,1,0,3,1,2,3,0
Ryr1,1,1,0,0,0,0,1,1,0,1
Ryr2,16,26,10,16,5,46,66,40,68,38
Ryr3,1,2,1,1,0,2,2,3,7,2
S100a1,0,1,0,1,0,1,3,2,0,2
S100a10,0,0,0,0,0,1,1,0,0,0
S100a11,0,0,1,0,0,0,0,0,1,0
S100a16,1,3,1,1,0,0,0,4,5,1
S100a6,0,0,0,0,0,0,0,1,0,0
S100b,0,0,0,0,0,1,0,1,0,0
S100pbp,5,8,1,3,3,7,14,12,15,14
S1pr1,0,9,1,0,1,9,19,17,14,7
S1pr2,0,0,1,0,0,1,0,2,1,0
S1pr3,0,10,0,1,1,7,26,3,7,3
S1pr5,0,0,0,0,0,0,0,0,1,0
SNORD115,0,0,0,0,0,1,0,0,0,0
SNORD116,0,0,0,0,1,1,1,0,0,0
Saal1,0,2,0,0,0,1,3,5,2,1
Sac3d1,2,1,0,0,0,2,1,0,1,2
Sacm1l,0,1,1,0,0,2,4,1,3,6
Sacs,2,7,3,0,3,11,10,10,7,7
Sae1,2,2,1,1,1,1,3,4,8,4
Safb,2,3,3,2,4,7,10,5,8,7
Safb2,1,1,1,2,0,5,9,6,3,3
Sag,140,137,152,200,128,387,152,236,466,266
Sall1,0,2,0,0,0,1,0,2,2,2
Sall2,4,13,5,8,3,14,30,21,47,28
Sall3,1,0,0,0,0,0,1,2,2,0
Samd1,3,2,2,1,2,3,7,3,7,3
Samd10,2,2,0,2,1,2,7,4,9,5
Samd11,7,2,8,7,3,17,7,16,24,11
Samd12,2,7,3,2,2,3,10,5,6,10
Samd14,12,18,10,19,9,56,61,44,68,70
Samd15,0,0,0,0,0,1,0,0,0,0
Samd4,1,2,2,0,0,2,2,4,6,1
Samd4b,3,8,8,4,4,30,21,19,33,24
Samd5,0,3,0,1,2,4,6,3,7,0
Samd7,1,4,1,2,0,6,3,2,10,6
Samd8,7,9,8,8,5,18,36,25,26,24
Samd9l,1,0,0,0,0,0,2,0,0,3
Samhd1,0,2,2,1,1,4,7,5,6,1
Samm50,2,1,3,7,2,4,4,4,11,7
Samsn1,1,0,0,0,0,1,3,4,5,0
Sap130,9,10,1,6,3,23,22,26,18,19
Sap18,2,0,2,1,1,7,2,4,4,2
Sap30,0,0,0,0,0,0,1,1,0,0
Sap30bp,4,4,1,3,1,5,5,1,9,12
Sap30bpos,0,1,0,0,0,1,0,0,0,1
Sap30l,0,0,1,0,0,1,1,1,1,1
Sar1a,2,3,1,1,2,14,6,12,10,7
Sar1b,4,5,1,3,0,7,7,6,10,7
Saraf,2,5,3,6,2,13,9,18,8,8
Sardh,0,1,0,0,0,1,2,0,2,4
Sarm1,5,10,2,8,5,16,27,26,33,20
Sarnp,0,0,0,0,0,0,1,1,1,0
Sars,3,6,3,4,1,15,6,20,17,22
Sars2,1,3,0,1,0,3,3,4,0,1
Sart1,2,1,1,0,2,2,2,1,6,5
Sart3,0,0,3,1,0,4,4,5,3,1
Sash1,0,5,1,1,1,8,8,10,13,11
Sass6,1,0,0,0,0,0,3,2,0,0
Sat1,0,0,0,1,0,2,1,3,1,1
Satb1,2,6,2,1,0,12,12,10,9,10
Satb2,3,2,0,0,0,4,2,3,5,3
Sav1,0,0,0,3,0,0,2,1,0,1
Saxo2,0,1,0,0,0,0,2,0,1,0
Saysd1,0,0,0,0,0,1,0,1,0,0
Sbds,1,1,1,0,0,2,3,0,2,1
Sbf1,5,17,7,9,7,29,25,32,49,35
Sbf2,4,9,4,6,5,15,16,16,23,13
Sbk1,13,17,12,12,8,39,51,35,58,62
Sbk2,0,0,0,0,0,0,1,1,0,0
Sbk3,0,0,0,0,0,0,3,0,2,0
Sbno1,7,11,4,5,5,24,31,20,28,21
Sbno2,0,4,0,0,0,2,3,1,2,3
Sbsn,0,0,1,0,0,0,0,0,0,1
Sbspon,0,0,0,2,0,0,2,2,2,1
Sc5d,0,6,3,3,1,8,10,13,15,11
Scaf1,6,19,12,11,6,29,27,36,60,34
Scaf11,2,9,6,9,6,20,27,17,25,12
Scaf4,3,7,2,5,2,14,12,14,22,15
Scaf8,3,8,4,4,3,15,18,15,24,7
Scai,5,13,6,5,2,25,41,21,26,20
Scamp1,10,21,9,5,7,39,29,28,46,33
Scamp2,0,2,0,0,0,8,4,2,3,2
Scamp3,4,8,4,3,2,9,9,13,10,10
Scamp5,21,46,20,20,19,68,39,61,89,74
Scand1,0,1,0,1,0,0,1,2,6,2
Scap,5,6,6,8,4,14,9,20,22,11
Scaper,4,3,2,5,0,11,9,2,11,13
Scara3,2,3,2,1,0,5,5,8,7,8
Scara5,0,0,0,1,0,0,0,0,3,0
Scarb1,6,4,4,3,2,18,16,11,20,11
Scarb2,8,12,4,3,5,25,36,22,26,24
Scarf1,0,0,1,0,0,0,0,0,1,1
Scarf2,1,3,1,0,1,1,1,0,2,4
Scarna2,0,0,0,1,0,0,1,3,1,1
Scarna6,0,0,0,0,0,0,0,1,0,0
Sccpdh,0,0,2,2,1,4,3,4,6,1
Scd1,0,3,2,1,0,4,8,6,0,2
Scd2,37,65,17,19,24,101,122,132,161,99
Scd3,0,2,0,0,0,1,1,0,0,1
Scfd1,0,2,0,0,0,2,5,2,8,1
Scfd2,1,2,4,0,1,6,3,4,2,2
Scg2,24,28,20,15,16,40,54,72,89,61
Scg3,10,15,7,11,8,34,44,36,57,31
Scg5,6,9,14,16,8,29,28,32,38,37
Scgn,1,1,0,0,0,2,5,8,6,0
Schip1,1,0,0,0,0,0,2,0,1,0
