"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gm46404",4.75859204658526,-1.22051487658039,0.615818213104662,-1.98194020671641,0.047485933227094,0.102578572819946
"Ccnjl",4.81884790982438,-1.66068902070367,0.838096342869273,-1.98150133315008,0.0475350800121528,0.102670067801645
"Maneal",39.13343559421,-0.417284996701488,0.21062693766014,-1.98115683272575,0.0475736884757478,0.102738778383983
"Wdr75",11.4689502364708,-0.699676434631901,0.353306873432626,-1.9803646270282,0.0476625716862572,0.102916025736488
"9930014A18Rik",1.15481561475648,2.44600020557606,1.23525009379152,1.98016597438031,0.0476848818228993,0.102949494218333
"Rab3d",0.824086876938045,2.77002339784705,1.39926162219029,1.97963222453788,0.0477448692942345,0.103064285180772
"Kif24",3.42023947108234,-1.356232794467,0.685246628748267,-1.97918929852222,0.0477946973372517,0.103157115883386
"Sipa1l2",48.1309657310776,0.434466538977998,0.219555380394527,1.97884715098892,0.0478332179742099,0.103225518360618
"Gm21992",2.65936518410361,-1.4875484801196,0.751866306627466,-1.97847471951772,0.0478751777804939,0.103301322082176
"Tirap",3.91714364134091,-1.16988849102091,0.591622629211391,-1.97742350149845,0.0479937796475339,0.103542452823144
"Pan3",32.5685481361966,-0.431193503135935,0.218109776453644,-1.97695632972957,0.0480465666870088,0.103641545178013
"Proser3",4.78019202385176,-1.02029449761814,0.516171210698932,-1.97665905511582,0.0480801819650994,0.103699259632816
"Rgs3",2.83326141931057,1.91616416786676,0.969502072084472,1.97644153946667,0.0481047907604164,0.10373753522471
"Cop1",7.69337373373834,-0.860712452638237,0.435764932294027,-1.975176038391,0.0482481741495984,0.104031899674723
"Rbm14",26.2212213804349,-0.483165929765933,0.244665670340672,-1.97480067020916,0.0482907729684799,0.104108901164363
"Strip1",27.4681793846232,0.437534144895172,0.22159033391852,1.97451818929997,0.0483228512654761,0.104163202991616
"Nxph3",5.27479999682859,1.27547726642899,0.645999432574177,1.97442474731978,0.0483334663978956,0.104171230615482
"Zfp119b",2.87491338214027,-1.62926181141935,0.825343605307498,-1.97404063100766,0.0483771230956405,0.104250458993129
"E430021H15Rik",0.880430712993383,-2.70753259870762,1.37172977650347,-1.97380901478212,0.0484034634158319,0.104292354113046
"Agbl3",3.59909852658401,-1.22048408532374,0.618378344672824,-1.973685035768,0.0484175677522803,0.104307876829303
