"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Npepl1",6.09287049043253,0.108821491384236,0.599532476458893,0.181510586427252,0.855966824400309,0.9373021114484
"9130401M01Rik",1.45784270542465,-0.212329327073633,1.17841965244541,-0.180181420628055,0.857010143908078,0.937312250349568
"Catsper2",1.70878317079071,0.173993360355339,0.966523661496266,0.180019762874694,0.857137053124767,0.937312250349568
"Ect2",1.0970902996069,0.244854998046424,1.35977049700623,0.180070827088479,0.857096964828515,0.937312250349568
"Fam133b",5.71464071622592,0.0991986340099769,0.549005766268065,0.180687781631679,0.856612649774702,0.937312250349568
"Gm22973",1.45296651334457,0.189310170986918,1.04692869395389,0.180824321732895,0.856505471815315,0.937312250349568
"Hars2",4.85406075696576,-0.105379959968392,0.584716298964838,-0.180224085004903,0.856976650908893,0.937312250349568
"Hdgfl2",20.7361521805641,-0.0552013115193682,0.305767618448266,-0.180533543085786,0.856733723413305,0.937312250349568
"Laptm5",3.46739463160984,0.236685921126785,1.30849495122359,0.180884091990922,0.856458555630639,0.937312250349568
"Lsm1",2.64003398611988,-0.163966704347409,0.90759689706611,-0.180660274266523,0.856634242163623,0.937312250349568
"Ndufa6",6.87596858172339,-0.100808385603067,0.557104801120951,-0.180950487951692,0.856406439248429,0.937312250349568
"Pik3c2a",19.3077382555953,0.0575970632402359,0.31823367437092,0.180989844503706,0.856375547286638,0.937312250349568
"Ppp1r12b",32.0864629865932,-0.0511883346471625,0.282529150747088,-0.181178949187388,0.856227117265335,0.937312250349568
"Psmb6",11.4323496356913,-0.077844996319252,0.430063599597606,-0.181008102969162,0.856361215825988,0.937312250349568
"Spg11",16.7108073741955,-0.0613321094133559,0.340523771333505,-0.180111095249465,0.857065352304335,0.937312250349568
"Swap70",0.973583691655222,0.278794493482159,1.54595669142407,0.180337841951669,0.856887349062821,0.937312250349568
"Tm9sf2",29.8036102324675,0.0501026168194957,0.277391783330944,0.180620407056977,0.856665536819715,0.937312250349568
"Ubap2l",116.300482227543,-0.0264800898184002,0.146634591728248,-0.180585559698455,0.856692891216262,0.937312250349568
"Rbm11",1.45991397861985,0.219514797392402,1.22050549872607,0.17985563983245,0.857265901491615,0.93737846542164
"Eif3d",19.2782757899056,-0.06020765467476,0.335059546534577,-0.179692401835644,0.857394058807034,0.937443914373181
"Zfp788",10.2553031237951,-0.0825033442975913,0.459468221020897,-0.179562678163631,0.857495906878595,0.937480589605601
"2810029C07Rik",3.63914735690285,-0.125381856928652,0.699866022469133,-0.179151227382498,0.857818958970934,0.93758619142607
"Dnajc1",8.51866715367036,0.0896345739649392,0.500522563143728,0.179081984640121,0.857873327506937,0.93758619142607
"Gm12117",1.16637670747867,0.224424390598083,1.25198305340129,0.179255134475171,0.85773737368575,0.93758619142607
"Hydin",3.57939407272356,0.234459590255366,1.30801765292181,0.17924803211305,0.857742950236857,0.93758619142607
"Rpl14",9.37313594077574,-0.0868747932318776,0.485321466865011,-0.179004637468553,0.857934060336613,0.93758619142607
"Exosc4",2.95279806694107,-0.155553186077107,0.870018901069073,-0.178792881264952,0.858100335145105,0.937669601117662
"Tspyl3",2.89881402522287,0.200959312430629,1.12489971555418,0.178646424789633,0.858215339106745,0.937669601117662
"Zfp628",15.5622569880207,0.0580944564567584,0.325168664695063,0.178659455120739,0.858205107004952,0.937669601117662
"Ndufc1",2.99796917553901,0.165057151520702,0.925060390242326,0.178428514788601,0.858386457037036,0.937781909005279
"Col25a1",3.70003248719062,-0.163750788315101,0.9186814293215,-0.178245453852311,0.858530214226001,0.937789668941652
"Rnf115",21.6004917378809,-0.0571846493124321,0.320771595525401,-0.178272172817446,0.858509231612569,0.937789668941652
"Srprb",10.1971480577907,-0.0774479394413515,0.436196875498652,-0.177552714821294,0.859074262474783,0.938309267266146
"Nde1",3.42572975028907,0.126818275390928,0.714908646994431,0.177390881931683,0.859201368906931,0.93837342152046
"Zc3hc1",3.86076194722733,0.129962154335176,0.733772306144177,0.177115098576152,0.859417982469158,0.938535312650318
"Paf1",32.5849551518463,-0.042846219844094,0.242048322629778,-0.177015148787578,0.859496490471759,0.938546370572432
"Gm10364",1.60329710963793,0.231261614946021,1.3080516010145,0.176798541255299,0.859666634914349,0.938657483229868
"Commd8",4.48900572562928,-0.1380483892883,0.782072320362885,-0.176516142681337,0.859888467769106,0.938817721452355
"Gm14168",0.969237411977407,0.294027185980784,1.66683330868547,0.176398674329748,0.859980746066935,0.938817721452355
"Isca1",3.26829732436942,-0.154631358465899,0.876841082063626,-0.176350494552534,0.860018594668158,0.938817721452355
"Gfus",4.80065885249558,0.115205513793251,0.654912332002626,0.175909825122653,0.860364786387992,0.939120939492222
"Eif4e",10.8208207586814,-0.0764598668244533,0.435748455949809,-0.175467900758919,0.860711990940878,0.939268896197481
