Gene,RGC_1,RGC_2,RGC_3,RGC_4,BP_1,BP_2,BP_3,BP_4,ONL_1,ONL_2,ONL_3,ONL_4
Pax2,13,5,10,13,0,2,1,0,2,0,0,1
Pax5,1,1,2,0,0,0,0,0,0,0,0,0
Pax6,271,219,226,185,35,29,18,40,49,32,23,13
Pax6os1,0,3,1,2,1,3,0,1,0,0,0,0
Pax7,0,0,0,0,0,0,0,0,1,0,0,0
Pax8,9,13,9,4,0,2,2,0,1,1,0,0
Pax9,0,0,0,1,0,0,0,0,0,0,0,0
Paxbp1,10,6,13,7,3,2,7,5,10,10,13,10
Paxip1,54,44,45,28,9,13,15,11,42,34,26,16
Paxx,18,6,7,12,3,6,3,3,16,17,7,11
Pbdc1,9,7,5,3,2,3,2,1,11,12,3,1
Pbk,0,1,0,0,0,0,0,0,0,0,0,0
Pbld1,0,0,0,0,0,0,0,0,1,0,0,0
Pbld2,2,1,1,1,0,1,0,0,2,2,2,1
Pbrm1,101,80,89,84,40,32,37,43,184,175,121,76
Pbx1,261,280,272,232,60,69,57,54,293,229,145,90
Pbx2,67,53,64,56,13,10,10,18,26,15,12,5
Pbx3,63,47,51,33,14,18,5,10,135,135,77,53
Pbx4,6,3,4,8,1,0,2,0,0,0,0,0
Pbxip1,18,12,13,6,7,9,4,11,8,6,2,2
Pcare,53,52,65,28,26,39,50,48,809,828,463,362
Pcbd1,4,5,11,6,5,1,3,1,2,0,2,0
Pcbd2,0,2,1,3,0,0,1,0,1,2,0,0
Pcbp1,54,44,42,47,15,20,26,30,67,72,36,32
Pcbp2,176,173,177,157,98,115,121,90,777,739,429,239
Pcbp3,354,337,341,287,144,171,167,165,314,269,191,112
Pcbp4,75,100,91,52,69,78,64,56,438,475,297,183
Pcca,6,9,10,7,1,2,2,1,10,7,2,4
Pccb,19,21,14,20,12,5,4,8,29,34,9,12
Pcdh1,252,199,185,174,48,48,39,59,41,17,15,12
Pcdh10,284,279,262,235,21,12,11,29,48,20,12,11
Pcdh11x,74,47,64,58,3,7,1,3,6,7,4,2
Pcdh12,0,0,1,2,1,3,0,0,1,0,0,0
Pcdh15,39,42,46,32,32,31,44,34,543,540,320,201
Pcdh17,60,71,49,39,20,14,18,22,16,11,5,8
Pcdh18,49,32,36,24,2,5,6,7,11,3,2,1
Pcdh19,143,101,99,80,13,4,12,7,21,7,4,6
Pcdh20,6,11,10,11,1,0,1,3,3,4,0,2
Pcdh7,365,269,226,216,33,25,24,27,46,13,14,9
Pcdh8,94,87,69,72,8,10,3,8,11,3,3,4
Pcdh9,165,89,121,109,36,31,31,35,26,12,12,5
Pcdha1,3,1,3,0,0,0,0,0,0,0,0,0
Pcdha11,2,3,3,3,1,1,1,2,2,2,0,0
Pcdha12,8,4,5,8,4,0,2,2,1,0,0,0
Pcdha2,12,13,17,2,0,0,2,0,2,0,0,0
Pcdha3,14,8,12,6,0,0,0,1,1,0,1,0
Pcdha4,0,0,0,0,0,0,0,0,1,0,0,1
Pcdha5,6,3,2,7,0,1,0,1,0,0,1,0
Pcdha6,3,2,2,3,1,0,1,0,0,0,1,0
Pcdha7,6,4,3,5,1,3,0,2,1,0,0,0
Pcdha8,0,1,0,0,0,0,0,0,0,0,0,0
Pcdha9,2,4,3,4,0,1,0,2,0,0,0,0
Pcdhac1,4,1,3,1,3,5,1,2,2,1,0,0
Pcdhac2,20,20,19,31,3,5,0,2,11,8,4,4
Pcdhb1,0,0,0,0,1,0,1,0,1,0,0,0
Pcdhb10,22,17,9,12,2,3,2,6,3,3,1,2
Pcdhb11,18,12,8,10,7,9,2,4,9,4,0,1
Pcdhb12,1,2,0,0,0,1,0,0,1,0,0,0
Pcdhb13,12,8,12,7,4,6,1,3,1,3,2,1
Pcdhb14,40,27,22,20,5,6,6,6,11,3,1,3
Pcdhb15,21,19,11,11,2,4,2,5,5,0,2,3
Pcdhb16,29,14,17,15,5,13,4,4,4,3,4,3
Pcdhb17,22,18,23,12,11,7,15,8,10,13,2,2
Pcdhb18,27,22,29,8,13,16,9,15,18,16,11,4
Pcdhb19,26,20,16,11,9,15,11,5,23,15,8,9
Pcdhb2,28,37,35,19,7,6,6,6,7,2,0,4
Pcdhb20,25,15,13,17,1,3,4,3,16,5,5,3
Pcdhb21,12,16,13,6,3,2,3,4,2,7,3,2
Pcdhb22,20,12,12,13,7,5,10,4,9,5,3,4
Pcdhb3,26,24,23,18,5,3,3,2,6,0,4,2
Pcdhb4,17,14,11,10,3,5,3,6,3,2,0,3
Pcdhb5,7,5,6,5,4,3,2,2,5,0,0,1
Pcdhb6,16,8,9,10,4,4,2,4,4,2,2,0
Pcdhb7,14,12,14,12,3,0,3,1,7,1,2,1
Pcdhb8,8,4,13,12,3,3,3,5,5,4,3,2
Pcdhb9,15,14,17,15,4,3,9,4,2,1,2,2
Pcdhga1,3,9,6,5,3,2,2,3,9,6,4,3
Pcdhga11,8,7,4,0,0,2,4,3,4,2,4,0
Pcdhga12,6,6,6,4,2,1,3,1,8,2,0,2
Pcdhga2,12,9,7,4,4,4,6,5,10,3,3,2
Pcdhga3,15,13,13,12,1,8,6,6,7,5,3,4
Pcdhga4,7,8,8,3,3,3,6,4,15,17,6,4
Pcdhga5,4,2,3,3,0,3,2,0,1,6,1,0
Pcdhga6,9,2,8,2,8,3,1,1,4,4,4,2
Pcdhga7,10,20,12,13,4,6,1,3,6,9,3,6
Pcdhga8,3,5,7,6,0,3,0,0,1,1,2,0
Pcdhga9,14,14,12,15,4,5,6,3,13,17,8,9
Pcdhgb1,5,8,10,3,4,1,8,6,2,5,4,4
Pcdhgb2,3,9,4,1,1,2,1,6,6,13,4,1
Pcdhgb4,4,0,5,4,3,2,2,0,4,3,2,1
Pcdhgb5,12,10,4,5,5,3,5,4,2,5,2,2
Pcdhgb6,5,15,9,7,5,2,1,2,1,5,1,1
Pcdhgb7,5,9,4,3,6,5,1,3,11,8,2,4
Pcdhgb8,3,1,0,2,0,0,0,2,0,1,2,0
Pcdhgc3,12,18,16,12,15,15,19,13,43,29,21,8
Pcdhgc4,95,82,79,67,9,12,12,15,9,3,4,4
Pcdhgc5,3,4,5,3,2,0,1,0,1,1,2,1
Pced1a,13,12,10,12,3,1,3,1,13,11,5,7
Pced1b,8,3,10,10,0,2,1,1,1,2,0,0
Pcf11,48,42,40,18,27,24,24,19,92,103,62,42
Pcgf1,3,2,4,2,2,0,0,1,7,10,2,1
Pcgf2,30,36,20,24,14,8,9,9,16,7,8,3
Pcgf3,75,59,61,28,4,9,4,10,27,17,14,7
Pcgf5,16,9,6,4,2,10,4,6,11,6,9,5
Pcgf6,6,12,6,6,0,5,0,2,13,8,7,2
Pcid2,22,13,6,8,5,3,3,4,21,18,11,8
Pcif1,86,75,69,60,31,35,29,38,174,171,109,82
Pck2,18,18,20,22,4,6,1,4,5,4,2,0
Pclaf,2,1,1,0,0,0,0,1,2,1,0,1
Pclo,935,748,797,646,209,212,191,172,651,496,346,223
Pcm1,123,90,84,92,47,40,41,22,126,103,65,60
Pcmt1,69,56,51,52,8,12,15,9,32,39,23,18
Pcmtd1,21,18,17,19,6,6,4,6,20,11,9,8
Pcmtd2,43,51,56,29,26,37,49,22,316,384,236,171
Pcna,1,2,2,3,1,0,1,1,3,5,2,2
Pcna-ps2,2,3,4,0,0,1,0,2,3,9,3,1
Pcnp,3,6,2,1,0,1,1,0,3,3,2,2
Pcnt,13,15,17,16,10,5,8,7,35,15,13,17
Pcnx,175,169,142,140,81,85,75,79,195,153,82,60
Pcnx2,135,102,108,91,5,6,5,3,20,9,6,2
Pcnx3,77,74,70,70,30,20,22,22,102,91,55,36
Pcnx4,25,28,22,20,15,8,6,14,32,18,14,10
Pcolce,1,2,2,3,0,0,1,0,6,0,0,2
Pcolce2,7,6,1,3,0,3,4,3,1,0,0,0
Pcp2,5,4,2,2,7,14,14,14,6,2,1,2
Pcp4,192,134,138,159,50,49,34,57,33,19,10,5
Pcp4l1,82,63,58,48,20,16,16,14,17,5,6,2
Pcsk1,20,10,14,24,0,0,2,1,2,1,1,1
Pcsk1n,491,443,416,412,81,103,100,98,231,211,112,90
Pcsk2,136,107,99,93,6,11,14,6,55,34,26,11
Pcsk2os1,0,2,0,2,0,0,0,1,0,0,1,1
Pcsk2os2,2,0,0,0,0,0,1,0,1,0,0,0
Pcsk4,0,2,1,0,1,0,2,0,2,5,4,4
Pcsk5,27,12,16,24,2,2,1,1,8,6,4,1
Pcsk6,10,10,9,9,19,17,23,17,1,4,3,11
Pcsk7,22,10,9,11,5,7,5,3,7,22,7,5
Pcsk9,1,4,4,0,1,0,1,1,0,1,1,0
Pctp,2,0,1,2,0,0,0,0,4,2,0,2
Pcx,62,33,41,35,12,16,11,11,17,7,7,4
Pcyox1,53,47,42,48,8,9,7,9,24,16,8,5
Pcyox1l,16,19,10,12,3,2,3,6,3,4,3,3
Pcyt1a,64,52,57,46,25,20,13,14,69,52,25,26
Pcyt1b,72,62,58,57,14,9,11,11,67,47,23,16
Pcyt2,23,20,24,22,4,3,5,5,14,8,5,4
Pdap1,17,28,17,11,7,7,2,7,20,17,13,5
Pdc,148,221,263,103,113,153,157,99,2027,2127,1240,820
Pdcd1,0,0,0,2,0,0,0,0,0,0,0,0
Pdcd10,3,5,5,4,0,0,1,0,1,3,1,1
Pdcd11,26,17,23,20,7,8,6,8,28,23,15,15
Pdcd1lg2,1,0,1,0,0,0,0,0,0,0,0,0
Pdcd2l,3,2,7,5,1,3,4,2,6,10,3,5
Pdcd4,145,127,140,121,21,24,20,26,51,40,27,17
Pdcd5,1,1,2,0,0,0,1,0,0,0,0,0
Pdcd6,8,7,8,4,1,5,3,1,3,1,2,4
Pdcd6ip,124,91,103,77,35,47,34,34,99,78,68,46
Pdcd7,7,5,8,5,2,3,2,4,3,8,7,6
Pdcl,17,25,17,8,4,9,15,18,64,57,25,24
Pdcl2,0,0,0,0,0,0,0,0,0,1,0,0
Pdcl3,11,8,5,7,0,5,1,3,22,12,6,9
Pde10a,62,47,54,62,10,8,8,10,10,8,7,6
Pde11a,18,16,10,4,0,0,1,2,4,2,0,1
Pde12,17,15,17,11,7,6,4,4,39,31,22,15
Pde1a,2,4,4,2,11,9,3,5,4,0,1,0
Pde1b,99,106,81,85,36,48,47,47,22,21,12,6
Pde1c,41,43,49,25,13,18,18,20,22,7,2,5
Pde2a,0,1,0,0,0,0,0,0,0,0,0,0
Pde3a,142,108,120,79,32,25,35,33,49,19,9,17
Pde3b,13,3,4,10,0,1,3,1,4,3,2,1
Pde4a,153,117,118,96,23,17,28,26,33,14,11,9
Pde4b,68,57,57,73,19,21,13,19,38,17,13,9
Pde4c,2,0,0,0,0,0,0,0,0,0,0,0
Pde4d,116,98,119,108,18,17,14,21,25,8,6,7
Pde4dip,184,164,162,142,40,38,49,36,308,284,193,131
Pde5a,24,41,16,21,0,2,2,2,8,3,1,2
Pde6a,237,285,292,163,171,206,273,153,2838,2807,1817,1125
Pde6b,157,203,223,97,109,174,189,115,2125,2241,1346,1010
Pde6c,3,0,3,2,2,0,0,0,14,12,7,2
Pde6d,52,41,43,30,12,17,21,14,111,128,72,47
Pde6g,377,434,413,272,278,334,373,243,3870,3691,2255,1392
Pde6h,3,5,4,1,1,5,5,0,78,57,44,13
Pde7a,10,8,7,6,3,3,4,2,14,7,7,7
Pde7b,45,38,40,43,6,5,8,6,10,5,2,4
Pde8a,2,4,3,3,8,16,8,10,37,33,23,18
Pde8b,26,31,23,23,3,9,8,4,106,93,65,46
Pde9a,24,20,11,8,5,4,2,6,5,1,2,1
Pdf,3,0,1,1,0,0,1,0,1,1,0,0
Pdgfa,7,4,6,8,0,0,0,2,2,1,1,0
Pdgfb,10,3,1,1,1,2,2,1,0,1,1,5
Pdgfc,3,0,0,3,0,2,2,1,2,2,1,0
Pdgfd,5,1,0,2,1,0,0,0,0,0,0,2
Pdgfra,67,71,63,56,1,6,2,2,4,9,4,3
Pdgfrb,86,76,34,54,13,16,13,11,14,5,3,4
Pdgfrl,1,0,2,0,0,1,0,0,0,0,0,1
Pdha1,54,45,47,40,8,6,7,5,21,14,8,5
Pdhb,53,60,50,53,10,18,10,14,56,42,31,23
Pdhx,22,19,12,12,6,7,5,6,20,16,6,7
Pdia3,98,89,90,75,20,18,24,27,69,60,36,25
Pdia4,26,27,24,21,9,5,6,15,56,92,48,25
Pdia5,3,2,2,5,0,3,1,0,20,25,11,9
Pdia6,15,17,11,6,7,3,3,3,16,10,10,4
Pdik1l,18,15,14,17,5,4,3,6,33,32,15,18
Pdk1,51,39,62,26,11,9,9,12,18,11,11,10
Pdk2,101,84,113,71,25,30,29,30,100,64,53,37
Pdk3,28,27,32,33,4,4,3,0,51,41,19,14
Pdk4,0,0,0,0,0,1,0,0,0,0,0,0
Pdlim1,2,0,0,1,0,0,0,0,0,0,1,0
Pdlim2,2,1,4,2,0,0,0,0,0,0,0,0
Pdlim3,4,6,8,3,3,9,7,7,3,4,1,0
Pdlim4,1,0,0,0,1,3,0,2,1,0,0,0
Pdlim5,32,22,31,21,13,16,11,20,25,13,14,11
Pdlim7,61,45,41,43,4,4,5,4,14,8,8,2
Pdp1,66,63,43,53,11,9,12,13,21,21,10,10
Pdp2,15,14,15,16,7,5,10,9,27,23,13,16
Pdpk1,145,118,115,120,43,36,34,24,179,174,119,65
Pdpn,7,12,5,8,10,13,10,19,6,5,2,5
Pdpr,38,22,27,9,14,9,5,8,24,20,28,12
Pdrg1,12,12,15,9,7,6,4,3,6,11,7,3
Pds5a,70,51,47,46,38,29,18,26,76,66,39,38
Pds5b,176,108,127,99,36,39,24,23,100,51,43,40
Pdss1,2,4,2,2,0,2,0,0,3,3,1,2
Pdss2,5,4,3,6,0,0,2,2,5,9,0,2
Pdxdc1,54,51,47,37,7,6,10,7,55,33,17,18
Pdxk,72,52,60,60,28,34,21,31,48,23,20,17
Pdxp,71,55,57,61,10,15,17,10,16,11,12,5
Pdyn,7,8,2,8,0,1,0,0,1,3,0,0
Pdzd11,14,11,17,12,7,7,10,8,26,15,6,12
Pdzd2,209,188,187,158,52,52,60,48,453,451,272,197
Pdzd4,51,21,26,29,7,9,4,9,11,11,3,11
Pdzd7,1,0,1,0,1,0,0,0,0,0,0,1
Pdzd8,154,110,98,92,26,31,36,18,330,318,175,124
Pdzd9,0,1,0,1,1,0,0,0,1,0,0,0
Pdzk1,1,2,0,0,0,0,0,0,0,0,0,0
Pdzph1,36,33,33,25,35,25,31,24,506,549,350,233
Pdzrn3,14,8,14,13,0,6,3,2,3,1,1,0
Pdzrn4,2,0,1,1,0,0,0,0,1,0,0,0
Pea15a,425,366,347,326,169,201,188,152,441,426,244,175
Peak1,110,72,52,77,14,10,10,12,33,14,12,13
Pear1,4,7,1,5,0,2,1,0,1,0,1,0
Pebp1,49,31,59,46,12,11,11,15,40,24,15,14
Pecam1,29,19,12,22,4,1,1,1,7,13,7,5
Pecr,2,2,2,1,2,2,2,0,2,1,2,1
Pef1,58,55,43,37,5,14,9,9,33,33,17,17
Peg10,8,23,31,12,8,8,10,6,25,18,7,5
Peg12,0,0,1,1,0,0,0,0,1,0,0,0
Peg13,217,191,164,156,37,43,41,40,254,211,141,96
Peg3,323,210,219,225,26,37,23,25,103,81,57,50
Peli1,14,8,7,18,15,7,3,6,38,33,21,13
Peli2,22,14,22,18,28,17,25,27,82,65,40,29
Peli3,16,21,12,8,4,6,6,2,96,82,43,45
Pelo,2,3,3,2,0,0,0,2,1,7,0,0
Pelp1,59,40,33,51,10,20,10,15,38,55,24,25
Pemt,4,0,2,0,0,0,0,0,1,0,1,0
Penk,30,18,37,16,2,0,0,0,1,1,0,1
Pepd,18,10,10,14,2,12,6,2,5,4,4,3
Per1,59,61,74,63,22,39,28,34,114,119,63,63
Per2,12,15,22,13,20,15,12,14,14,5,4,3
Per3,72,69,59,45,34,47,30,35,48,32,27,24
Percc1,0,0,0,0,0,0,0,0,0,0,0,0
Perm1,2,2,1,0,3,3,1,0,4,1,0,0
Perp,5,4,4,6,0,0,0,1,1,0,0,0
Pes1,39,40,30,28,10,11,11,6,54,64,35,18
Pet100,12,10,3,8,1,3,0,4,5,2,3,0
Pex1,17,19,23,8,3,3,7,4,13,22,10,2
Pex10,8,2,5,5,3,4,4,3,9,13,8,11
Pex11a,2,2,1,2,2,1,2,3,14,8,13,3
Pex11b,13,15,14,14,4,3,1,3,10,8,7,4
Pex11g,0,0,0,1,2,0,0,0,1,0,0,0
Pex12,7,10,4,7,1,3,2,1,5,5,5,1
Pex13,24,22,24,14,4,5,5,18,39,31,10,11
Pex14,14,10,21,23,6,6,5,9,24,23,16,12
Pex16,9,8,7,1,1,5,1,0,4,3,0,1
Pex19,64,52,37,56,19,27,15,18,56,34,29,21
Pex2,13,13,9,4,5,3,8,3,19,17,12,9
Pex26,13,16,6,9,2,3,3,4,15,14,10,6
Pex3,3,8,7,4,3,4,3,2,9,19,2,4
Pex5,24,38,30,24,6,9,7,4,19,12,9,5
Pex5l,86,68,72,54,17,39,16,23,305,305,193,155
Pex6,16,18,25,18,7,11,7,6,19,16,11,9
Pex7,8,6,4,9,1,0,1,1,8,6,5,2
Pfas,26,27,15,21,14,8,8,13,20,21,16,6
Pfdn1,23,22,20,17,8,9,10,4,33,25,20,7
Pfdn2,5,3,7,4,1,0,0,1,2,3,5,2
Pfdn4,2,4,2,2,2,1,1,2,7,3,3,1
Pfdn5,9,8,6,10,1,1,4,2,15,13,6,3
Pfdn6,10,5,4,6,0,2,2,3,5,6,2,2
Pfkfb1,0,1,1,1,0,1,0,1,2,3,0,0
Pfkfb2,31,23,30,13,9,10,11,14,214,201,104,100
Pfkfb3,16,22,15,11,10,13,21,10,10,4,2,3
Pfkfb4,2,0,3,6,1,1,3,0,3,2,2,3
Pfkl,101,87,79,67,38,39,34,51,189,173,123,94
Pfkm,133,118,144,113,22,16,12,24,36,21,12,8
Pfkp,229,194,187,187,76,68,47,95,145,132,91,64
Pfn1,95,70,68,66,15,22,12,22,84,67,34,29
Pfn2,180,166,141,155,46,48,35,44,78,46,31,36
Pfn4,2,4,4,1,0,2,1,0,1,1,0,0
Pgam1,2,3,1,1,0,1,0,0,0,2,2,2
Pgam1-ps1,0,1,0,0,0,0,0,0,0,0,0,1
Pgam1-ps2,0,0,0,0,0,0,0,0,0,0,0,0
Pgam2,3,1,1,1,2,1,2,2,3,3,1,1
Pgam5,35,22,21,20,8,12,7,7,41,20,19,10
Pgap1,28,31,35,26,17,9,7,7,40,43,21,10
Pgap2,3,2,1,1,3,1,1,1,1,5,3,1
Pgap3,11,11,12,12,7,2,3,6,46,49,31,23
Pgap4,48,34,37,34,7,10,4,12,11,5,4,2
Pgap6,21,25,18,29,8,9,5,8,69,56,40,20
Pgbd1,4,1,4,1,0,2,1,0,2,5,1,0
Pgbd5,71,52,66,52,38,31,46,32,25,18,9,13
Pgc,0,0,0,0,1,1,0,0,3,4,2,2
Pgd,40,38,30,27,9,14,8,7,48,47,32,19
Pgf,0,2,0,1,0,0,0,0,0,0,0,0
Pgghg,7,2,6,3,2,8,5,5,1,2,1,2
Pggt1b,13,11,20,13,7,8,8,6,27,34,27,11
Pgk1,6,3,2,4,1,0,0,2,5,6,4,1
Pgk1-rs7,0,0,0,0,0,0,0,0,0,0,1,1
Pgls,6,6,12,7,2,2,1,1,13,13,9,1
Pglyrp1,0,2,0,0,0,1,0,0,1,1,0,0
Pgm1,80,58,66,48,19,22,18,25,74,64,49,33
Pgm2,10,5,4,7,1,1,4,2,3,2,0,2
Pgm2l1,261,253,197,192,53,52,56,50,96,39,35,28
Pgm3,4,5,5,4,1,2,2,1,2,1,0,1
Pgm5,0,0,0,0,0,0,0,1,0,1,0,0
Pgp,38,35,24,27,13,8,4,7,37,32,21,17
Pgpep1,10,10,10,5,5,11,7,2,17,14,13,9
Pgr,24,18,11,18,1,0,2,0,0,1,2,3
Pgrmc1,141,128,100,99,39,42,34,42,87,62,35,18
Pgrmc2,32,12,22,28,4,10,10,10,47,48,29,31
Pgs1,30,22,29,26,4,5,6,8,28,18,10,3
Phactr1,116,86,93,77,50,51,60,48,184,172,96,80
Phactr2,40,31,41,21,14,18,18,17,38,35,31,14
Phactr3,53,45,56,29,4,5,3,8,18,3,4,7
Phactr4,11,13,8,12,7,11,12,5,25,34,20,17
Phax,14,6,10,3,3,3,3,2,18,16,9,10
Phb,7,6,9,15,6,1,3,1,8,4,4,4
Phb2,52,29,31,32,11,10,12,10,39,46,20,11
Phc1,51,50,32,27,32,18,24,21,99,87,45,27
Phc2,61,57,48,53,28,29,31,33,187,156,93,56
Phc3,95,82,97,63,48,45,43,44,130,112,72,44
Pheta1,2,3,6,2,1,1,2,0,4,1,0,0
Pheta2,0,0,0,2,0,2,0,0,1,0,0,0
Phex,0,0,1,0,0,0,0,0,0,0,0,0
Phf1,27,23,22,18,13,7,7,13,30,32,22,9
Phf10,21,18,14,10,6,3,4,3,27,12,10,5
Phf11c,0,0,0,0,0,1,0,1,1,0,0,1
Phf12,73,69,68,54,48,44,19,41,153,150,87,77
Phf13,10,8,11,10,2,4,1,1,6,8,7,2
Phf14,38,30,26,27,14,7,9,8,17,7,12,9
Phf19,1,1,2,2,0,0,0,0,0,0,0,0
Phf2,61,80,58,59,45,45,35,48,134,124,86,48
Phf20,60,52,43,41,11,11,11,15,43,42,34,22
Phf20-ps,0,1,0,0,0,0,0,0,0,1,1,0
Phf20l1,31,17,22,22,13,8,14,17,39,30,29,12
Phf21a,28,30,31,25,25,23,15,27,41,47,23,11
Phf21b,23,10,6,10,12,11,14,13,57,71,45,28
Phf23,26,22,26,20,12,11,11,6,37,28,20,9
Phf24,129,112,94,110,4,4,3,6,25,6,8,4
Phf2os1,1,1,0,0,0,0,0,0,0,0,0,0
Phf3,80,81,85,74,27,32,31,38,135,119,73,52
Phf5a,8,4,1,2,3,4,1,1,8,4,10,5
Phf6,16,14,9,12,4,5,3,5,18,11,5,9
Phf7,7,3,1,2,2,2,3,3,6,6,2,1
Phf8,98,74,79,73,45,44,40,37,205,169,149,87
Phf8-ps,1,0,0,0,0,0,0,0,1,2,0,1
Phgdh,0,0,2,0,1,0,0,2,1,0,0,0
Phip,59,64,42,47,34,30,29,41,100,74,54,48
Phka1,13,13,9,12,4,5,1,2,10,9,7,5
Phka2,35,30,27,22,5,10,8,3,39,24,15,25
Phkb,39,31,28,30,10,7,5,9,20,11,9,9
Phkg1,0,1,1,0,0,0,0,0,0,1,0,0
Phkg2,16,14,6,16,2,7,4,6,6,19,4,7
Phlda1,24,25,28,20,1,2,1,1,7,1,1,0
Phlda3,4,3,6,2,2,0,1,0,0,1,1,0
Phldb1,10,8,11,12,4,3,0,3,4,1,0,0
Phldb2,6,5,0,6,0,0,1,3,2,0,0,1
Phldb3,0,0,0,0,0,0,0,0,1,0,0,0
Phlpp1,90,91,82,83,58,69,47,77,111,82,53,33
Phlpp2,76,55,59,53,23,31,36,20,224,202,112,114
Phospho1,0,0,0,0,0,0,0,0,0,0,0,0
Phospho2,9,11,5,8,3,0,1,5,14,10,13,4
Phpt1,5,1,2,2,0,2,3,1,2,3,2,0
Phrf1,60,50,56,50,23,18,29,26,110,111,69,49
Phtf1,24,14,17,16,3,2,3,3,18,9,6,8
Phtf1os,0,0,0,3,0,0,0,0,0,0,1,0
Phtf2,12,1,12,7,4,1,3,2,5,16,4,4
Phxr4,6,0,2,3,0,1,0,0,4,3,1,0
Phyh,69,66,71,61,13,14,21,11,59,52,33,25
Phyhd1,0,0,0,0,0,0,0,0,1,1,0,0
Phyhip,47,53,39,35,7,2,9,5,9,1,2,4
Phyhipl,261,245,205,193,70,82,64,75,75,85,44,32
Phykpl,9,3,4,4,2,7,1,5,18,10,6,5
Pi16,7,1,1,3,0,0,0,1,3,1,0,0
Pi4k2a,37,47,44,43,10,9,8,8,48,31,26,32
Pi4k2b,2,0,0,0,0,1,0,1,1,0,0,0
Pi4ka,363,261,319,272,78,80,78,63,272,250,144,87
Pi4kb,47,27,37,25,8,9,12,17,48,45,42,25
Pianp,155,140,102,121,9,6,10,14,21,12,5,11
Pias1,57,66,47,42,19,32,31,23,182,186,103,62
Pias2,52,44,64,47,14,24,16,14,78,74,29,27
Pias3,55,67,52,41,26,27,24,14,292,308,170,128
Pias4,14,10,27,7,8,7,13,7,31,34,26,11
Pibf1,10,6,6,1,0,3,2,3,7,7,4,5
Picalm,96,63,77,57,28,29,26,29,75,70,50,30
Pick1,7,9,9,5,2,3,0,0,3,3,3,5
Pid1,22,29,23,21,6,3,4,9,12,1,2,3
Pidd1,2,2,4,3,1,0,0,0,1,2,0,1
Piezo1,9,8,2,3,2,2,5,2,6,4,3,4
Piezo2,4,2,2,3,0,0,0,0,1,1,1,0
Pif1,0,0,0,0,0,0,0,0,1,0,0,0
Pifo,0,0,0,0,0,0,0,0,1,0,1,1
Piga,1,1,6,1,0,1,0,0,9,4,5,1
Pigb,27,21,18,16,5,12,4,7,26,28,18,6
Pigbos1,2,2,0,2,0,1,1,1,3,1,2,0
Pigc,8,4,7,5,3,1,0,6,14,10,4,2
Pigf,3,1,3,1,0,0,0,2,1,2,1,1
Pigg,15,12,18,10,8,10,6,7,31,24,14,10
Pigh,3,1,2,3,1,0,1,1,10,8,3,7
Pigk,38,27,18,21,2,6,7,3,20,13,14,4
Pigl,6,5,2,3,2,1,1,3,4,4,1,3
Pigm,14,5,11,5,6,2,3,4,27,31,16,18
Pign,28,19,13,15,7,10,6,6,26,26,17,7
Pigo,42,32,24,20,9,9,11,12,44,38,26,17
Pigp,9,4,9,1,3,4,3,0,6,9,3,0
Pigq,163,127,105,114,33,29,29,22,87,89,45,30
Pigs,37,37,31,22,17,22,20,17,88,89,41,33
Pigt,111,105,87,90,29,38,29,25,186,193,82,46
Pigu,12,21,23,14,2,6,4,9,15,8,10,3
Pigv,13,8,8,4,1,8,3,1,10,18,11,6
Pigw,2,3,2,6,0,0,0,0,6,3,1,0
Pigx,5,7,6,4,0,4,2,0,8,6,2,1
Pigyl,0,2,0,2,0,0,1,0,2,1,0,0
Pigz,9,10,14,11,2,5,3,3,6,6,3,4
Pih1d1,7,11,10,14,3,7,2,6,7,8,4,5
Pih1d2,0,1,1,0,0,0,0,0,1,4,2,2
Pik3ap1,5,2,1,1,1,0,0,0,3,0,1,1
Pik3c2a,40,37,22,21,7,11,13,13,38,32,19,13
Pik3c2b,26,17,21,19,5,5,4,8,8,2,1,5
Pik3c2g,0,0,0,0,0,0,0,0,0,0,0,0
Pik3c3,56,40,47,34,13,12,13,14,49,39,32,24
Pik3ca,97,75,60,64,30,31,36,25,177,154,88,43
Pik3cb,22,19,18,12,7,4,3,1,17,23,13,9
Pik3cd,12,14,14,18,1,1,0,0,3,1,0,3
Pik3cg,2,4,3,0,0,1,0,1,0,0,0,1
Pik3ip1,12,9,3,8,2,2,0,3,2,1,1,0
Pik3r1,127,121,78,101,35,35,26,35,246,221,139,113
Pik3r2,67,54,56,36,24,34,26,30,89,64,43,22
Pik3r3,60,38,38,43,17,18,22,24,21,20,12,9
Pik3r4,60,43,44,36,16,14,14,18,66,74,45,15
Pik3r5,1,5,1,1,1,6,2,5,1,2,0,0
Pik3r6,0,2,2,0,0,0,0,0,0,0,0,0
Pikfyve,56,56,62,38,17,9,15,23,56,52,35,21
Pilra,0,0,0,0,0,0,1,0,0,0,0,0
Pim1,2,7,3,1,1,1,0,0,2,0,0,0
Pim2,10,9,16,10,0,1,2,1,3,7,1,1
Pim3,9,7,11,8,0,4,1,1,2,4,3,3
Pimreg,0,0,1,0,0,0,0,0,0,2,2,1
Pin1,10,17,12,12,5,4,3,2,18,12,13,3
Pin1rt1,0,0,0,1,0,0,0,0,0,0,0,0
Pink1,277,272,274,224,36,45,45,40,228,219,133,108
Pinx1,2,3,0,0,1,0,2,1,3,7,4,0
