Gene,RGC_1,RGC_2,RGC_3,RGC_4,BP_1,BP_2,BP_3,BP_4,ONL_1,ONL_2,ONL_3,ONL_4
Gm15445,1,0,1,1,0,0,0,0,1,0,0,1
Gm15446,4,0,2,1,1,1,0,0,1,0,2,1
Gm15452,0,0,0,0,0,0,0,0,0,0,0,0
Gm15459,124,90,93,110,17,12,16,24,52,32,25,23
Gm15461,1,0,0,0,0,0,0,0,0,0,0,0
Gm15475,1,0,0,0,0,0,0,0,0,0,0,0
Gm15477,0,0,0,0,0,0,0,0,0,0,0,0
Gm15478,1,0,2,0,0,0,0,1,1,0,2,2
Gm15489,0,1,0,0,0,0,0,0,2,1,2,0
Gm15492,0,0,0,0,1,0,0,0,1,0,0,0
Gm15493,0,0,0,0,1,0,1,0,0,1,0,1
Gm15494,0,0,1,0,0,0,0,0,0,0,0,0
Gm15495,0,0,1,1,0,0,0,0,1,0,0,0
Gm15496,0,1,0,0,0,0,0,0,0,0,1,0
Gm15497,0,0,0,0,0,0,1,0,1,0,0,0
Gm15499,0,0,0,0,1,0,0,0,0,0,0,0
Gm15502,1,0,0,1,0,0,0,0,0,0,0,0
Gm15503,1,0,1,0,0,0,0,0,0,0,0,0
Gm15504,0,0,0,0,1,0,0,0,0,1,0,0
Gm15506,5,1,3,1,2,2,2,2,4,3,2,2
Gm15507,0,0,0,0,0,0,0,0,1,0,0,0
Gm15511,1,0,2,0,0,0,1,0,2,2,3,2
Gm15513,3,2,1,1,1,3,0,0,11,15,8,5
Gm15515,0,0,0,1,0,0,0,0,0,0,1,0
Gm15518,0,0,0,0,0,0,0,0,0,1,0,0
Gm15519,0,0,1,0,0,0,0,0,0,1,0,2
Gm15520,1,1,1,1,1,2,0,0,5,4,2,3
Gm15521,1,0,0,1,1,1,0,0,0,0,0,1
Gm15527,1,0,0,0,0,0,0,0,0,0,0,0
Gm15528,0,0,1,0,0,0,0,0,0,0,0,0
Gm15531,0,0,0,0,0,0,0,0,0,0,1,0
Gm15533,0,0,0,1,0,0,0,0,0,1,0,0
Gm15535,0,0,0,0,0,0,0,0,0,2,0,0
Gm15539,0,0,0,0,0,0,0,0,0,0,1,0
Gm15541,0,0,0,0,0,1,0,0,0,0,0,0
Gm15542,0,0,1,0,0,0,0,0,0,0,0,0
Gm15544,0,0,0,0,0,0,0,0,0,0,1,0
Gm15545,1,0,1,3,2,0,0,0,2,3,1,1
Gm15546,0,1,0,0,0,0,0,0,1,0,1,0
Gm15549,2,0,1,1,0,0,0,0,2,0,1,0
Gm15551,0,1,0,0,0,0,0,0,0,0,0,0
Gm15554,1,0,0,0,0,0,0,0,1,1,0,0
Gm15555,0,0,0,0,0,1,1,0,0,0,0,0
Gm15558,0,1,1,0,1,1,0,0,0,0,2,0
Gm15559,0,2,0,2,0,1,1,0,0,1,1,2
Gm15560,0,0,0,0,0,0,0,0,0,1,0,0
Gm15564,2369,1835,2621,3018,479,511,680,762,3362,3432,2114,1620
Gm15567,1,0,0,0,0,0,0,0,0,0,1,0
Gm15568,0,0,0,1,0,0,0,0,0,0,0,0
Gm15569,0,0,0,0,0,0,0,0,1,0,0,0
Gm15570,0,0,0,1,0,1,0,0,0,0,0,0
Gm15572,1,1,0,0,0,0,0,0,0,0,0,0
Gm15573,0,1,1,1,0,0,0,0,1,1,0,0
Gm15575,0,0,0,0,0,1,0,0,0,0,0,0
Gm15577,2,1,0,2,0,1,3,0,5,0,2,0
Gm15582,0,0,0,0,1,0,0,0,0,0,0,0
Gm15583,0,0,0,0,0,0,0,0,0,1,0,0
Gm15587,0,2,1,1,1,0,0,1,1,2,3,1
Gm15593,0,2,0,1,0,0,0,1,0,1,0,0
Gm15594,0,1,0,0,0,0,0,0,1,0,0,0
Gm15596,0,0,0,1,0,0,0,0,0,0,0,0
Gm15597,0,0,0,0,0,0,0,0,0,1,0,0
Gm15599,1,4,6,0,0,0,1,1,1,1,2,1
Gm15601,3,2,0,1,1,0,0,0,4,4,2,2
Gm15602,0,0,1,0,0,0,0,0,0,0,0,0
Gm15603,0,1,3,4,0,1,0,2,2,2,2,1
Gm15604,2,0,0,2,0,0,0,0,0,0,0,0
Gm15608,0,1,0,1,0,0,1,0,0,0,0,0
Gm15609,1,0,1,0,1,0,0,0,0,0,0,1
Gm15610,0,0,0,0,0,0,0,0,0,0,0,0
Gm15612,2,0,0,0,1,0,0,1,0,0,2,0
Gm15613,0,0,0,0,0,0,0,0,0,0,0,1
Gm15614,1,1,1,0,0,0,0,0,2,1,0,2
Gm15616,0,0,0,1,0,0,0,0,0,0,0,0
Gm15620,0,0,0,1,0,0,0,0,1,0,0,0
Gm15621,3,1,0,0,0,1,0,0,0,0,0,0
Gm15624,0,1,1,0,0,1,1,0,0,0,4,1
Gm15625,0,0,0,0,0,0,0,0,0,0,0,0
Gm15627,0,0,0,0,0,0,0,0,1,0,0,0
Gm15631,5,5,6,5,0,0,0,0,1,1,0,0
Gm15634,1,1,0,0,0,0,0,0,1,1,0,0
Gm15635,0,0,0,0,0,1,1,0,0,0,0,0
Gm15636,0,0,0,0,0,0,0,0,1,2,0,0
Gm15637,0,0,1,0,0,0,0,0,0,0,0,0
Gm15638,1,0,1,0,0,0,0,2,1,3,0,1
Gm15650,0,0,0,0,0,1,0,0,0,0,0,0
Gm15651,1,0,0,0,0,0,0,0,0,0,0,0
Gm15653,0,0,0,0,0,0,0,0,0,1,0,0
Gm15660,0,0,0,0,0,0,0,0,1,0,0,0
Gm15661,1,0,0,0,1,0,0,0,0,0,0,0
Gm15663,7,8,3,8,2,2,2,2,3,1,1,1
Gm15666,0,1,0,0,0,0,2,1,0,0,0,1
Gm15672,2,0,0,0,0,0,0,0,0,0,0,0
Gm15679,0,0,0,0,0,0,0,0,1,0,0,0
Gm15687,0,0,1,0,0,1,0,0,1,2,0,2
Gm15688,1,0,0,0,0,0,0,0,0,1,0,0
Gm15697,0,0,0,0,0,0,0,0,1,0,0,0
Gm15699,0,0,0,0,0,0,0,0,0,0,1,0
Gm15700,1,0,0,1,0,0,0,0,0,0,0,0
Gm15702,0,0,0,0,0,0,0,0,0,0,0,0
Gm15703,1,0,0,1,0,1,0,1,1,1,0,0
Gm15704,0,0,0,0,0,0,0,0,1,0,0,0
Gm15706,10,19,14,13,12,7,4,8,77,96,43,18
Gm15707,0,0,0,1,0,0,0,0,2,0,1,1
Gm15708,1,0,0,0,0,0,0,0,1,0,0,0
Gm15711,0,0,0,0,0,1,0,1,0,0,0,0
Gm15712,1,0,0,0,1,0,0,1,0,0,1,0
Gm15713,0,0,0,0,0,2,0,0,1,0,0,0
Gm15721,1,1,1,0,2,1,1,0,1,0,1,0
Gm15723,1,0,0,0,0,0,1,0,0,0,0,0
Gm15726,1,0,0,0,0,0,0,0,0,0,0,0
Gm15728,0,1,2,0,0,0,0,0,3,8,3,3
Gm15729,0,1,0,0,0,0,0,0,0,0,0,0
Gm15737,1,2,0,0,0,0,0,0,0,0,0,0
Gm15738,0,0,0,1,0,0,0,0,0,0,0,0
Gm15740,6,0,3,1,1,0,2,0,2,1,3,1
Gm15743,0,0,1,0,1,0,0,2,0,1,0,0
Gm15747,1,0,0,0,0,0,0,0,0,0,0,0
Gm15750,0,0,1,0,1,0,0,0,0,0,0,0
Gm15751,0,0,1,0,0,0,0,0,0,0,0,1
Gm15759,0,0,0,0,1,0,0,0,1,0,0,0
Gm15760,2,4,0,0,1,1,1,0,6,5,3,3
Gm15763,0,0,0,0,0,0,0,0,0,0,0,0
Gm15764,2,2,1,0,0,1,0,0,0,0,1,0
Gm15765,0,1,0,0,0,0,0,0,0,0,0,0
Gm15773,0,0,0,1,1,0,0,0,0,0,0,0
Gm15775,0,0,0,0,0,0,0,0,0,0,0,0
Gm15777,0,1,0,0,0,0,0,0,0,0,0,0
Gm15779,0,0,0,1,1,0,0,0,0,0,0,0
Gm15780,1,0,0,0,0,1,0,0,0,0,0,0
Gm15783,1,0,0,0,0,0,0,0,0,0,0,0
Gm15784,0,0,1,2,0,0,0,1,3,1,0,0
Gm15785,2,1,1,0,0,0,0,0,1,1,1,0
Gm15787,1,0,0,0,0,0,0,0,0,1,0,2
Gm15789,1,1,0,0,0,0,0,1,0,2,0,0
Gm15790,0,1,0,0,0,1,0,0,0,0,0,0
Gm15794,0,0,0,0,0,1,0,0,0,0,0,0
Gm15796,1,1,1,1,1,0,0,0,0,1,0,0
Gm15798,0,0,0,1,0,0,0,0,0,0,0,0
Gm15799,1,0,0,1,0,1,1,0,0,0,0,0
Gm15802,0,0,0,0,0,0,0,0,1,4,0,1
Gm15806,0,0,1,0,0,0,0,0,0,1,0,0
Gm15807,0,0,0,0,0,0,0,0,0,0,0,0
Gm15808,0,0,0,0,0,1,0,0,1,0,0,0
Gm15809,0,1,0,0,0,1,0,0,0,1,2,0
Gm15813,0,0,0,0,0,1,0,0,1,1,0,0
Gm15816,0,0,1,0,0,1,0,1,0,0,0,0
Gm15818,0,0,0,0,0,0,0,0,1,0,0,0
Gm15825,1,0,0,0,0,0,0,0,0,0,0,0
Gm15828,2,0,0,0,1,0,0,0,2,1,0,1
Gm15832,0,0,0,0,0,0,0,0,1,1,0,0
Gm15834,0,0,0,0,0,0,1,0,2,0,1,1
Gm15835,0,1,0,1,1,0,1,0,0,0,1,0
Gm15836,1,0,0,0,0,0,0,0,0,0,0,0
Gm15839,0,1,1,0,0,0,1,0,0,0,0,0
Gm15846,0,0,0,1,0,0,0,0,0,0,0,0
Gm15848,0,0,0,0,0,0,0,0,2,0,1,0
Gm15850,1,1,0,1,0,0,0,0,10,10,1,2
Gm15853,3,0,0,1,1,0,0,0,1,0,0,0
Gm15857,0,0,0,0,0,0,0,0,1,2,1,0
Gm15859,0,0,1,0,0,0,0,0,0,0,0,0
Gm15860,0,2,1,0,1,1,0,0,1,0,1,0
Gm15867,1,0,0,0,0,0,0,0,0,0,0,0
Gm15868,0,0,0,1,1,1,0,0,0,0,0,0
Gm15872,0,0,0,0,0,0,0,0,1,0,0,1
Gm15879,0,1,2,0,0,1,1,1,0,0,0,0
Gm15880,3,1,0,3,0,1,0,0,2,0,0,1
Gm15881,1,2,0,0,0,0,0,0,0,0,0,0
Gm15884,0,0,0,0,0,0,0,1,0,0,0,0
Gm15886,1,0,0,0,0,0,0,0,0,0,0,0
Gm15892,2,0,0,0,1,2,2,0,0,3,1,0
Gm15893,14,6,6,6,6,2,4,4,13,11,7,4
Gm15894,0,0,0,1,0,0,0,0,0,0,0,0
Gm15897,0,0,1,0,1,1,0,2,1,2,0,1
Gm15898,1,0,0,1,0,1,0,0,4,8,3,2
Gm15902,1,2,0,1,0,0,0,0,2,0,0,0
Gm15903,2,0,1,0,1,0,0,1,2,3,0,3
Gm15904,0,2,0,0,0,0,0,0,0,0,0,0
Gm15905,0,0,0,0,0,0,0,1,0,0,0,0
Gm15907,0,1,0,0,0,0,0,0,0,0,0,0
Gm15910,0,1,1,2,0,0,0,0,0,0,0,0
Gm15911,1,0,0,1,0,0,0,0,0,0,0,0
Gm15912,4,2,1,0,0,0,1,0,0,0,0,0
Gm15916,0,0,0,1,0,0,0,0,0,0,0,0
Gm15918,6,3,1,1,0,0,0,1,0,0,0,0
Gm15927,1,1,0,0,0,0,0,0,0,1,1,2
Gm15940,0,0,0,0,0,1,0,0,0,0,0,0
Gm15941,0,0,0,0,0,0,0,0,0,0,0,0
Gm15945,0,0,1,0,0,0,0,0,0,0,0,0
Gm15946,0,0,0,0,0,0,0,0,1,0,0,0
Gm15948,1,0,0,0,0,0,0,0,0,0,0,0
Gm15950,0,1,0,1,0,0,0,1,1,0,1,0
Gm15951,0,0,1,0,0,0,0,0,0,0,0,0
Gm15952,0,2,0,0,0,0,0,0,0,0,0,0
Gm15956,0,0,1,1,0,0,0,0,0,0,0,0
Gm15957,3,3,2,3,1,2,1,0,3,6,6,1
Gm15961,0,0,0,0,0,0,0,0,1,0,0,0
Gm15963,0,0,0,0,0,0,0,0,0,0,1,0
Gm15965,1,0,0,1,0,0,0,0,1,4,2,0
Gm15968,0,0,0,0,0,0,0,0,0,0,0,1
Gm15969,0,0,0,0,0,0,0,0,0,1,0,1
Gm15972,0,0,0,0,0,1,0,0,0,0,0,0
Gm15974,0,0,0,1,0,0,1,0,0,0,0,0
Gm15976,0,0,0,0,0,0,1,0,0,0,0,0
Gm15978,0,0,1,0,0,0,0,0,0,0,0,0
Gm15979,1,1,0,0,0,0,0,0,0,0,0,0
Gm15982,0,0,0,0,0,0,0,1,0,0,0,0
Gm15983,1,0,0,1,0,0,0,1,7,9,7,5
Gm15986,0,0,0,0,0,0,0,1,0,0,0,0
Gm15989,0,0,1,0,1,0,0,0,0,0,1,0
Gm15990,0,0,1,0,1,1,0,1,0,0,0,0
Gm15991,0,0,0,1,0,0,0,0,0,0,0,0
Gm15996,0,0,0,0,1,1,0,0,0,0,0,0
Gm15997,0,0,0,0,0,0,0,0,0,1,0,0
Gm15998,0,1,1,0,0,0,0,0,0,0,0,0
Gm15999,1,0,0,0,0,0,0,0,0,0,0,0
Gm16001,1,0,1,2,0,3,0,0,1,2,0,0
Gm16006,0,0,0,0,0,0,0,0,1,0,1,0
Gm16007,0,1,0,0,0,0,0,0,0,0,0,0
Gm16008,2,2,1,1,0,0,2,0,1,1,0,2
Gm16010,0,0,0,0,1,0,0,0,1,0,0,0
Gm16017,0,0,0,0,1,0,0,0,0,0,0,0
Gm16023,0,0,1,0,1,0,0,0,0,1,2,1
Gm16029,0,0,0,0,0,0,0,0,1,1,1,0
Gm16030,1,0,0,0,0,0,0,0,3,0,1,0
Gm16036,0,0,1,0,1,0,1,0,0,0,0,0
Gm16041,0,0,0,1,0,0,0,0,4,5,4,3
Gm16043,0,0,0,0,0,0,0,0,1,0,0,0
Gm16044,0,0,0,0,0,0,1,0,0,0,0,0
Gm16046,0,0,0,0,0,0,0,0,0,0,0,2
Gm16050,0,0,0,0,1,0,0,0,0,0,0,0
Gm16054,0,1,0,1,0,0,0,0,0,0,0,0
Gm16055,2,0,3,1,2,5,0,2,10,8,5,6
Gm16057,1,0,0,0,0,0,0,0,0,0,0,0
Gm16058,0,0,2,0,0,0,0,1,1,0,0,0
Gm16059,0,0,1,0,1,1,0,1,1,1,1,0
Gm16060,0,0,0,0,0,0,0,0,0,0,0,0
Gm16062,1,0,0,2,1,0,0,0,6,1,1,0
Gm16066,1,0,0,0,0,0,0,0,0,0,0,0
Gm16068,0,0,0,0,0,0,0,0,0,0,0,1
Gm16070,0,0,0,0,0,0,0,0,0,0,0,1
Gm16072,0,1,0,0,0,0,0,0,0,0,0,0
Gm16073,1,0,0,0,0,0,0,0,1,0,1,0
Gm16076,1,0,0,0,0,0,0,0,0,0,0,0
Gm16083,1,0,1,1,0,0,0,0,0,0,0,0
Gm16091,1,0,0,0,0,0,0,0,1,0,0,0
Gm16093,0,1,1,1,0,0,1,0,1,1,0,0
Gm16099,0,0,2,0,0,1,0,0,0,0,1,0
Gm16101,0,0,0,0,0,0,0,0,0,0,1,1
Gm16102,0,1,0,0,0,0,0,0,1,0,0,0
Gm16103,0,2,0,1,0,0,0,0,0,0,0,0
Gm16104,0,0,0,0,0,1,0,1,8,10,6,4
Gm16110,0,0,0,1,0,0,0,0,0,0,0,0
Gm16111,0,1,0,0,0,0,0,0,1,0,0,0
Gm16116,0,0,0,0,0,0,0,0,1,0,0,0
Gm16117,0,0,0,0,0,0,0,0,0,0,1,0
Gm16121,0,0,0,0,0,2,0,0,0,1,2,0
Gm16122,1,0,0,0,0,0,0,0,0,0,0,0
Gm16123,1,0,0,0,0,1,0,0,0,0,0,0
Gm16124,0,0,0,1,1,0,0,1,3,0,1,0
Gm16125,0,0,0,2,0,0,0,0,0,0,0,0
Gm16129,0,1,0,0,0,0,0,0,1,0,0,0
Gm16133,0,0,0,0,0,1,1,0,0,0,0,0
Gm16135,0,0,0,0,0,0,1,0,0,0,0,0
Gm16137,0,0,0,0,0,0,0,0,0,0,0,0
Gm16139,0,0,0,0,0,0,0,0,0,0,1,1
Gm16141,0,0,1,1,0,0,0,0,0,0,1,1
Gm16145,0,0,0,0,0,0,0,0,0,0,0,0
Gm16146,1,0,0,0,1,0,0,0,0,1,1,0
Gm16148,1,0,0,0,1,0,0,0,0,0,2,0
Gm16152,1,0,0,0,0,0,0,0,0,0,0,0
Gm16153,4,0,0,1,1,3,1,0,1,3,2,2
Gm16161,0,0,1,0,0,0,1,0,0,0,0,0
Gm16162,1,0,0,1,0,0,0,0,0,0,0,0
Gm16163,0,0,0,0,0,0,0,1,0,0,1,0
Gm16164,0,0,0,0,0,0,0,0,1,2,0,0
Gm16165,0,0,0,0,0,0,0,0,0,0,1,0
Gm16166,0,0,0,0,0,0,0,0,0,1,1,0
Gm16167,0,0,0,0,1,0,0,0,0,1,0,0
Gm16168,1,1,0,0,1,0,0,0,1,0,0,0
Gm16169,0,0,0,1,0,0,0,0,1,0,0,0
Gm16170,0,0,0,0,0,0,0,0,1,0,0,0
Gm16171,0,0,0,0,0,0,0,0,0,1,0,0
Gm16172,0,0,0,0,0,0,0,0,1,0,0,0
Gm16177,0,0,0,0,0,0,0,0,0,1,1,0
Gm16178,0,0,0,0,0,0,0,0,0,1,0,0
Gm16179,0,0,1,0,1,0,0,0,0,0,0,1
Gm16181,0,0,0,0,0,0,0,0,0,1,0,0
Gm16183,0,2,0,0,1,0,0,0,0,0,0,0
Gm16184,0,0,0,0,0,0,0,0,0,0,0,0
Gm16185,7,2,2,2,0,4,4,0,3,2,4,0
Gm16196,1,0,0,0,0,1,0,0,1,2,2,0
Gm16198,0,1,0,0,0,0,0,0,0,0,0,0
Gm16201,0,0,0,0,0,0,0,0,1,0,1,0
Gm16204,1,1,0,0,0,0,0,0,0,0,0,0
Gm16205,0,0,1,0,0,0,0,0,0,0,0,0
Gm16206,0,0,0,0,0,1,0,0,0,0,0,0
Gm16209,0,0,0,0,0,0,0,0,0,1,0,0
Gm16210,0,0,0,1,1,0,0,0,1,0,0,0
Gm16217,0,0,0,0,0,1,0,0,0,0,0,0
Gm16226,1,0,0,1,0,0,0,0,1,1,0,0
Gm16234,0,0,0,0,0,0,0,0,0,0,0,1
Gm16235,1,0,0,0,0,0,0,0,0,0,0,0
Gm16240,0,0,0,1,0,0,0,0,0,0,0,0
Gm16243,0,0,0,0,0,0,0,0,0,0,0,0
Gm16246,0,1,0,0,0,0,0,0,0,0,0,0
Gm16254,0,0,0,1,0,0,0,0,0,0,0,0
Gm16260,0,0,0,0,1,0,1,1,0,1,1,0
Gm16262,1,2,0,0,0,1,0,1,4,4,5,2
Gm16265,0,0,0,0,0,0,1,0,0,0,0,0
Gm16267,1,0,0,0,0,0,0,0,0,0,0,0
Gm16269,0,0,0,2,0,0,0,0,0,0,0,0
Gm16272,0,1,0,0,0,0,0,0,0,0,0,0
Gm16273,0,0,0,0,0,0,0,0,0,1,0,0
Gm16275,0,0,0,0,0,1,0,0,0,0,0,0
Gm16276,0,0,0,0,0,1,0,1,0,0,1,0
Gm16278,2,0,0,0,0,0,0,0,0,0,0,0
Gm16283,0,0,0,0,0,0,0,0,0,2,0,0
Gm16284,0,0,0,0,0,0,0,0,0,0,1,0
Gm16286,24,17,22,13,1,4,3,6,12,10,9,7
Gm16287,0,0,0,0,0,1,0,0,0,0,0,0
Gm16296,0,1,0,1,0,0,0,1,0,1,1,0
Gm16297,1,2,1,4,0,1,0,1,3,2,1,3
Gm16299,0,0,0,0,0,0,0,0,1,0,0,1
Gm16300,0,0,0,0,0,0,0,0,0,0,0,0
Gm16302,0,0,0,0,0,0,0,0,1,0,0,0
Gm16303,0,0,0,0,0,0,0,0,0,1,0,0
Gm16305,0,0,1,0,0,0,0,0,0,0,0,0
Gm16310,0,0,0,1,0,0,1,0,0,0,0,1
Gm16315,0,0,0,1,0,0,0,0,0,0,0,0
Gm16316,2,0,0,0,1,1,1,0,1,1,1,0
Gm16318,0,0,0,0,0,0,0,0,0,0,0,0
Gm16331,0,1,0,0,0,0,0,0,0,0,0,0
Gm16333,1,1,0,0,0,1,0,1,1,0,0,1
Gm16337,0,0,0,0,0,0,0,0,0,0,0,0
Gm16339,0,0,0,0,1,0,0,0,0,0,0,0
Gm16342,1,0,0,0,0,0,0,0,0,0,0,0
Gm16346,0,0,0,0,1,0,1,0,0,0,1,0
Gm16347,1,0,0,0,0,0,0,0,0,0,0,0
Gm16351,0,0,0,0,1,0,0,0,1,1,0,0
Gm16353,0,0,0,0,1,0,0,0,0,0,0,0
Gm16364,1,1,1,0,0,3,1,1,1,2,2,0
Gm16374,5,3,7,3,0,3,1,2,5,13,4,4
Gm16383,3,5,2,0,0,1,0,2,4,2,3,0
Gm16385,0,2,1,1,0,0,1,0,0,1,0,1
Gm16386,1,0,0,1,0,1,1,0,2,1,0,1
Gm16401,0,0,0,0,0,0,0,0,3,5,0,1
Gm16409,0,0,0,0,0,0,0,1,0,0,1,0
Gm16416,0,0,0,0,0,0,0,0,0,0,0,1
Gm16423,0,0,1,0,0,0,0,0,0,0,0,0
Gm16425,1,1,1,1,0,0,0,1,0,0,0,0
Gm16433,0,0,0,0,0,0,0,0,1,0,0,0
Gm16436,0,0,0,0,1,0,0,0,0,0,0,0
Gm16437,0,0,1,0,0,0,0,0,0,0,0,0
Gm16459,0,1,0,1,0,0,0,0,0,1,0,0
Gm16464,0,0,1,1,0,1,0,0,0,0,0,0
Gm16465,0,0,0,0,0,0,1,0,0,0,1,0
Gm16470,0,0,2,0,0,0,0,0,0,0,0,0
Gm16479,0,1,0,0,0,0,0,0,0,0,0,0
Gm16481,0,0,1,0,0,0,0,0,0,0,0,0
Gm16485,8,5,3,3,0,0,0,0,1,0,0,0
Gm16494,0,0,0,0,0,0,0,0,1,0,0,0
Gm16499,1,0,0,0,0,0,1,0,0,0,0,0
Gm16523,1,3,0,0,1,2,0,1,0,0,3,0
Gm16536,8,7,7,4,4,2,3,4,14,12,5,5
Gm16539,1,0,0,0,0,0,0,0,0,0,0,0
Gm16541,0,1,0,0,0,0,0,0,0,0,0,0
Gm16547,0,0,0,1,0,0,0,0,0,0,0,0
Gm16551,2,1,3,1,2,4,6,5,2,1,1,1
Gm16552,0,0,1,0,0,1,0,1,0,0,0,0
Gm16564,0,0,1,0,0,0,0,0,0,0,0,0
Gm16573,0,0,1,0,0,0,0,0,0,0,0,0
Gm16574,0,0,0,0,0,0,1,0,1,1,0,0
Gm16575,0,0,0,0,0,1,0,0,0,0,0,1
Gm16576,0,1,0,2,1,0,0,0,2,1,1,0
Gm16580,3,3,3,3,1,0,2,2,2,2,1,2
Gm16581,2,2,2,2,0,0,0,3,4,3,4,1
Gm16582,0,0,0,0,0,0,1,0,1,0,0,0
Gm16585,0,0,0,1,0,0,0,0,0,0,0,0
Gm16589,0,1,0,0,0,0,0,0,0,0,0,0
Gm16596,1,0,0,1,0,1,0,0,0,0,0,0
Gm16599,0,0,0,0,0,0,1,0,0,0,0,0
Gm16617,1,0,0,0,0,0,0,0,0,0,0,0
Gm16618,0,0,0,0,0,0,0,0,0,1,0,0
Gm16630,0,0,0,1,0,0,0,0,1,1,0,0
Gm16638,1,1,1,3,0,0,2,0,0,0,1,0
Gm16675,0,0,0,0,0,0,0,0,1,1,0,0
Gm16701,3,2,0,2,0,1,0,1,4,1,0,1
Gm16712,0,1,0,0,0,0,0,0,0,0,0,0
Gm16726,1,0,0,0,0,0,0,0,0,0,0,0
Gm1673,5,2,4,1,1,0,0,0,0,0,0,0
Gm16740,0,0,0,0,0,0,0,1,0,0,0,0
Gm16754,3,1,0,1,0,1,2,0,2,0,1,0
Gm16758,0,0,0,1,0,0,0,0,0,0,0,0
Gm16759,0,1,0,0,1,0,0,0,2,0,0,1
Gm16793,1,2,0,0,0,0,0,0,1,2,1,1
Gm16794,0,1,0,0,1,1,0,1,2,0,1,1
Gm16796,1,0,0,1,0,0,0,0,0,0,0,0
Gm16835,1,2,0,2,0,0,0,1,1,1,1,0
Gm16838,0,0,0,0,1,0,0,0,0,0,0,0
Gm16853,0,0,1,0,0,0,0,1,1,1,0,0
Gm16861,0,0,0,0,0,0,1,0,0,1,0,0
Gm16876,0,0,0,0,0,0,0,0,1,0,0,0
Gm16892,0,0,1,0,1,0,0,1,0,0,0,0
Gm16894,1,0,0,0,1,0,0,0,0,0,0,0
Gm16897,1,0,1,0,0,0,0,1,1,0,1,0
Gm16958,0,0,2,0,0,1,1,0,2,5,1,1
Gm16973,3,1,1,2,0,1,1,0,6,2,1,4
Gm16982,1,2,0,0,0,0,2,0,2,3,0,2
Gm16984,1,0,0,0,0,0,0,0,0,0,0,0
Gm17018,9,9,5,11,4,1,3,7,17,19,11,16
Gm17020,0,0,0,0,0,0,0,0,2,0,1,0
Gm17021,0,0,0,0,0,0,0,0,0,2,0,0
Gm17022,0,0,0,1,0,0,0,0,0,0,0,0
Gm17024,0,0,1,0,0,0,0,0,0,0,0,0
Gm17029,0,1,1,0,1,1,0,0,0,0,0,0
Gm17034,0,0,0,0,0,0,0,0,1,0,0,0
Gm17039,0,0,0,1,0,0,0,0,0,0,0,0
Gm17055,0,1,0,0,1,0,0,0,0,0,0,0
Gm17056,0,1,0,0,0,0,0,0,0,0,0,0
Gm17057,0,2,0,2,1,0,0,0,3,1,2,1
Gm17058,0,0,1,1,0,0,0,0,0,0,0,0
Gm17066,1,2,0,1,0,0,0,0,0,1,1,1
Gm17068,1,2,4,1,1,1,0,0,2,4,4,3
Gm17075,0,0,0,1,0,0,0,0,0,0,0,0
Gm17080,2,0,0,0,0,0,0,0,1,2,0,0
Gm17087,7,8,8,8,1,0,0,1,4,4,2,1
Gm17092,0,0,0,0,2,0,0,1,1,0,1,0
Gm17096,1,0,1,1,0,0,1,0,2,1,1,3
Gm17097,0,0,0,0,0,1,0,0,0,0,0,0
Gm17100,0,0,0,0,0,0,0,0,1,0,0,0
Gm17101,3,0,0,0,0,0,0,1,5,4,2,0
Gm17102,1,0,0,0,0,0,0,0,0,0,0,0
Gm17103,0,0,0,0,0,0,0,0,1,0,0,0
Gm17105,2,0,0,0,1,1,0,0,1,0,0,0
Gm17106,0,0,1,0,0,0,0,0,0,0,0,0
Gm17109,0,1,0,0,0,1,0,0,0,0,0,0
Gm17110,1,1,1,1,0,0,0,0,0,1,1,2
Gm17111,0,0,1,0,0,0,0,0,0,0,0,0
Gm17112,0,0,0,0,0,0,0,0,0,0,1,0
Gm17115,0,0,0,0,0,0,0,0,1,0,1,0
Gm17116,1,0,0,0,1,1,0,1,0,1,0,0
Gm17130,1,0,0,0,1,0,0,0,1,1,0,0
Gm17135,0,0,0,0,0,0,0,0,0,1,0,0
Gm17136,0,0,0,0,0,0,0,0,0,1,0,1
Gm17137,0,0,0,0,1,0,0,1,0,2,1,0
Gm17138,0,0,0,0,0,0,0,0,0,0,1,1
Gm17141,2,0,1,0,0,0,0,0,0,0,0,0
Gm17147,1,0,0,0,0,0,0,0,0,0,0,0
Gm1715,0,0,0,1,0,0,0,0,0,0,0,0
Gm17150,0,0,0,1,1,0,0,1,0,1,0,0
Gm17151,0,0,0,0,0,0,0,0,0,1,0,0
Gm17160,1,1,0,0,0,0,0,0,0,0,0,0
Gm17168,0,1,0,0,0,0,0,0,0,1,0,0
Gm17169,0,0,0,1,1,0,0,0,0,0,0,0
Gm17175,0,0,0,1,0,0,0,0,0,0,0,0
Gm17181,0,0,1,0,0,0,0,0,0,1,0,0
Gm17190,0,0,0,0,0,0,0,0,1,0,0,0
Gm17194,0,0,0,1,0,0,0,0,0,0,0,0
Gm17195,0,0,0,1,0,0,0,0,0,0,0,0
Gm17200,1,0,1,0,0,0,0,0,0,0,0,0
Gm17201,2,3,2,3,0,3,0,1,1,1,2,1
Gm17203,0,0,0,0,0,0,0,0,1,1,0,1
Gm17205,2,0,1,0,0,0,0,0,0,0,0,0
